Time	F	S	L	N	E(L/N)
0.0	0.004000000000000002	0.005988023952095806	0.009999999999999998	1.002	0.009999999999999998
0.5	0.006082952045472551	0.00852703314405163	0.014635877418061098	1.005041928913632	0.014609405344448937
1.0	0.007962874035763524	0.010903720469781863	0.018910107073326486	1.0090974505087036	0.018778207616851686
1.5	0.009794795129624567	0.012974734371404497	0.022833029890762333	1.0142004988944144	0.02244233749629734
2.0	0.01147559546631136	0.014305689698915542	0.02586461534749415	1.0204064831884698	0.02510945146360719
2.5	0.013086548977757882	0.015328544582758247	0.028512340962228003	1.0282918000374133	0.02705628697587479
3.0	0.015378357507175875	0.01629798715207033	0.03179673495248751	1.0417862257844062	0.029027342757534467
3.5	0.019121800988292706	0.016986257842427382	0.03625315409147486	1.1161194687392255	0.030890583234451756
4.0	0.026998063533394605	0.01696855251197187	0.04417071353119029	5.464463091103294	0.032399812693388916
4.5	0.037974468610455066	0.017492677598673845	0.05577731624541488	742.1136990348376	0.03433871236428261
5.0	0.062064076045355306	0.017511602685430724	0.0799150356028426	82830.28079330939	0.03593686858953805
5.5	0.14518769559932362	0.01815992394341867	0.16417522403180562	5.03580574890008E7	0.03815911506440928
6.0	0.4720414669491084	0.018795078801501896	0.4925129967997648	1.5517000077684393E11	0.03997448701952736
6.5	3.1888935420282656	0.01962739402895359	3.218291378687324	2.709479393598654E15	0.04223027432729841
7.0	32.34062838551312	0.018792055452434335	32.39059542341859	1.6670047809709123E20	0.0423733770712978
7.5	298.375617037452	0.017258749629381835	298.5165969037034	4.770658834719E26	0.042203798789084965
8.0	3922.2829372840047	0.016517114372214647	3922.6916896543125	7.000530685730366E34	0.0425424619949405
8.5	14336.676227064181	0.01663481952680168	14339.79713570224	2.6569371839215555E43	0.04375972476126779
9.0	81153.8041933772	0.01745194445937523	81171.74425883299	3.737563948464157E52	0.04543008858849358
9.5	478136.5618595337	0.0185819906299985	478187.97126115294	2.5457646927747577E62	0.047687748421240385
10.0	3557071.0365493055	0.018376906590932277	3557267.9357804083	1.707081651525488E73	0.048068003054804076
10.5	2.921501953526773E7	0.01706861073489318	2.9216930129218526E7	4.733784237363111E84	0.047186044384441246
11.0	1.6626598047575176E8	0.01459016403480223	1.662725527539283E8	4.994591964715228E96	0.045077271103108406
11.5	1.9511252605566285E9	0.015078980729672137	1.951258169088148E9	6.4837850147590726E109	0.04648617203906528
12.0	2.438110486971137E10	0.0166142095819946	2.4382598199290646E10	8.23537838574765E123	0.04862712626224706
12.5	2.1438963970937653E11	0.015669402818146706	2.144274289247136E11	2.8224430083182236E139	0.04812730599501176
13.0	3.007860763118187E12	0.01637490485616792	3.008137634656663E12	3.0343072988614107E155	0.05005885111745215
13.5	6.375245258044483E13	0.015296171869146719	6.3754634357700164E13	4.704598412014619E172	0.04959425621570064
14.0	1.0312506403027982E15	0.01815544383369554	1.0312680419889231E15	1.824567874876611E191	0.05333709810323077
14.5	8.940172755826522E15	0.01242475929497096	8.941426486923828E15	6.557355628416373E210	0.04788977570344645
15.0	2.6244539955493388E16	0.018173815814401275	2.6270064697706524E16	3.278437396517617E230	0.05366447370806409
15.5	6.90355439324492E16	0.009962778609304107	6.908698438479048E16	1.6389456472694502E250	0.045741243476623956
16.0	1.70130694202666976E17	0.00864818597571969	1.70185370108301728E17	8.192791419863024E269	0.04404534670700565
16.5	3.2191219340706675E17	0.007846180856237697	3.2212014796590131E17	4.0954621406071125E289	0.04434077795049303
17.0	5.8214909605681843E17	0.006450684715113109	5.8240490368424051E17	Infinity	0.042474210989413334
17.5	9.5479938061975578E17	0.004311712210728727	9.5514046831743053E17	Infinity	0.04039128435558654
18.0	1.45518312459308595E18	0.0075641644056743	1.45590968492603802E18	Infinity	0.04464894467784401
18.5	2.11209658418494848E18	0.014425565537844137	2.11257867441066368E18	Infinity	0.055166211682262066
19.0	2.8993513791989591E18	0.00611648659407701	2.899685730790678E18	Infinity	0.04379790280918766
19.5	3.8416998681622241E18	0.0034046710660490267	3.8424980521359027E18	Infinity	0.03981801229464699
