Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
59.45	62.57	59.60	59.66	63.14	63.13	?	63.13	63.13	63.58	0.01	0.01	0.04	0.04	?	0.04	0.04	0.04	62.57	62.73	65.00	65.05	65.38	0.08	0.08	0.17	0.17	0.17	1.00	2.00	100.05	99.95	0.17	100.05	0.17	0.48	0.17	0.48	0.50	
61.17	64.39	61.12	61.40	64.38	64.35	?	64.35	64.35	63.94	0.03	0.03	0.07	0.07	?	0.07	0.07	0.07	62.97	62.79	63.07	62.95	66.34	0.52	0.52	0.76	0.75	0.79	1.00	6.00	100.14	99.86	0.26	100.14	0.26	0.57	0.26	0.57	1.00	
62.28	65.56	62.16	62.40	65.53	65.48	?	65.47	65.47	64.98	0.06	0.06	0.11	0.11	?	0.11	0.11	0.11	57.02	56.49	59.68	59.13	61.87	1.20	1.19	1.60	1.58	1.66	1.00	10.00	100.27	99.74	0.38	100.27	0.37	0.73	0.37	0.73	1.50	
62.89	66.20	62.77	62.81	65.61	65.54	?	65.51	65.51	64.58	0.11	0.11	0.17	0.17	?	0.17	0.17	0.16	48.16	47.40	53.21	52.02	54.17	1.83	1.80	2.42	2.36	2.46	1.00	14.00	100.45	99.55	0.63	100.45	0.63	0.94	0.63	0.94	2.00	
63.07	66.39	62.99	62.60	65.96	65.84	?	65.78	65.78	64.58	0.15	0.15	0.22	0.22	?	0.22	0.22	0.22	38.58	37.78	45.85	43.93	45.60	2.19	2.14	3.01	2.89	3.00	1.00	18.00	100.77	99.24	0.82	100.77	0.82	1.12	0.82	1.13	2.50	
62.91	66.22	62.89	62.37	66.00	65.82	?	65.71	65.71	64.76	0.21	0.20	0.28	0.28	?	0.28	0.28	0.27	29.40	28.69	37.78	35.44	36.80	2.25	2.19	3.27	3.06	3.18	1.00	22.00	101.20	98.83	1.01	101.19	1.01	1.30	1.01	1.30	3.00	
62.47	65.75	62.51	61.78	65.92	65.64	?	65.45	65.45	63.63	0.26	0.26	0.34	0.34	?	0.34	0.34	0.33	23.32	22.73	31.91	29.41	30.52	2.23	2.17	3.39	3.13	3.24	1.00	26.00	101.73	98.33	1.21	101.73	1.20	1.49	1.21	1.50	3.50	
61.80	65.05	61.88	60.99	65.70	65.31	?	64.98	64.98	62.72	0.32	0.31	0.40	0.40	?	0.40	0.40	0.39	19.66	19.14	28.47	25.80	26.61	2.22	2.16	3.53	3.20	3.30	1.00	30.00	102.39	97.74	1.40	102.39	1.40	1.68	1.41	1.70	4.00	
60.94	64.15	61.06	59.53	65.37	64.83	?	64.29	64.29	60.99	0.37	0.36	0.46	0.46	?	0.46	0.46	0.44	17.21	16.75	25.64	23.04	23.71	2.22	2.16	3.59	3.23	3.32	1.00	34.00	103.20	97.05	1.59	103.21	1.58	1.85	1.60	1.88	4.50	
59.95	63.11	60.08	58.12	64.98	64.27	?	63.40	63.40	59.79	0.42	0.41	0.52	0.52	?	0.51	0.51	0.49	62.73	61.49	65.59	65.34	63.41	0.57	0.56	0.72	0.72	0.70	3.50	2.00	104.22	96.28	1.76	104.25	1.75	2.02	1.78	2.06	5.00	
