Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
88.65	93.86	61.40	61.42	63.54	62.52	54.56	61.99	61.99	62.55	0.01	0.01	0.04	0.04	0.03	0.04	0.04	0.04	66.41	66.92	61.08	60.72	62.26	0.08	0.08	0.16	0.15	0.16	1.00	2.00	100.05	99.95	0.17	100.05	0.17	0.49	0.17	0.48	0.50	
91.21	96.58	64.28	64.88	64.10	62.44	51.13	60.83	60.83	61.57	0.03	0.03	0.07	0.07	0.05	0.07	0.07	0.07	61.91	62.05	53.45	53.41	55.47	0.52	0.52	0.64	0.64	0.67	1.00	6.00	100.14	99.86	0.26	100.14	0.26	0.57	0.26	0.57	1.00	
92.88	98.34	65.75	66.29	64.76	62.79	52.00	59.99	59.99	62.26	0.06	0.06	0.11	0.11	0.07	0.10	0.10	0.11	49.64	49.38	44.18	44.03	45.09	1.05	1.04	1.19	1.19	1.22	1.00	10.00	100.27	99.74	0.38	100.27	0.37	0.73	0.37	0.73	1.50	
93.78	99.30	66.17	65.91	62.38	61.46	53.68	57.96	57.96	61.59	0.11	0.11	0.16	0.16	0.12	0.15	0.15	0.16	37.92	37.45	34.75	34.46	35.13	1.44	1.43	1.59	1.57	1.61	1.00	14.00	100.45	99.55	0.63	100.45	0.63	0.95	0.63	0.94	2.00	
94.06	99.59	65.81	65.37	62.21	61.50	54.61	57.83	57.83	60.75	0.16	0.16	0.21	0.21	0.16	0.20	0.20	0.21	29.06	28.59	27.21	26.87	27.40	1.65	1.63	1.80	1.78	1.81	1.00	18.00	100.77	99.24	0.82	100.77	0.82	1.13	0.82	1.13	2.50	
93.81	99.33	64.92	64.34	61.68	61.18	54.97	57.65	57.65	60.71	0.21	0.21	0.26	0.26	0.20	0.25	0.25	0.26	22.83	22.43	21.82	21.48	21.93	1.75	1.72	1.89	1.86	1.90	1.00	22.00	101.20	98.83	1.01	101.20	1.01	1.31	1.01	1.30	3.00	
93.15	98.63	63.66	62.67	60.85	60.50	54.70	57.11	57.11	59.15	0.27	0.26	0.32	0.31	0.24	0.30	0.30	0.31	18.63	18.29	18.11	17.78	18.18	1.78	1.75	1.93	1.90	1.94	1.00	26.00	101.73	98.33	1.21	101.73	1.21	1.50	1.21	1.50	3.50	
92.15	97.57	62.16	61.38	59.73	59.50	54.03	56.28	56.28	57.59	0.32	0.32	0.37	0.37	0.29	0.35	0.35	0.36	15.87	15.57	15.61	15.30	15.65	1.79	1.76	1.94	1.90	1.95	1.00	30.00	102.39	97.74	1.41	102.40	1.40	1.69	1.41	1.70	4.00	
90.88	96.23	60.53	58.61	58.41	58.27	53.13	55.27	55.27	56.00	0.37	0.36	0.42	0.42	0.33	0.40	0.40	0.41	13.94	13.67	13.86	13.57	13.89	1.80	1.76	1.95	1.90	1.95	1.00	34.00	103.20	97.05	1.58	103.21	1.58	1.87	1.60	1.88	4.50	
89.40	94.66	58.84	56.81	56.97	56.90	52.10	54.15	54.15	53.90	0.42	0.40	0.47	0.47	0.37	0.45	0.45	0.45	63.15	61.65	56.89	57.57	58.02	0.57	0.56	0.63	0.64	0.64	3.50	2.00	104.16	96.28	1.76	104.19	1.75	2.03	1.78	2.06	5.00	
