Time	F	S	L	N	E(L/N)
0.0	0.004000000000000002	0.005999999999999998	0.01	1.002	0.01
0.5	0.006055660303482755	0.00854843449034123	0.014604094793823985	1.0050308399743222	0.014597012302863017
1.0	0.007926063331916599	0.010905657364886088	0.018831720696802685	1.0090213505375731	0.018795104204350068
1.5	0.009642990848904777	0.012868437826322845	0.02251142867522762	1.0139013424737426	0.022400592046833662
2.0	0.011163680801509016	0.01415651980756855	0.025320200609077564	1.0196053888592584	0.025066320224736992
2.5	0.012268298506688226	0.015174486294612847	0.027442784801301075	1.0259820872583436	0.026970532826679966
3.0	0.013570758053115741	0.016304196860222556	0.029874954913338296	1.0331472532154948	0.029044054032965064
3.5	0.015282999500482118	0.01695618708796469	0.03223918658844681	1.041500361380626	0.03088183887131344
4.0	0.01739440252145723	0.017515753823856724	0.034910156345313956	1.0514440960730995	0.0327624376486286
4.5	0.019900401198013198	0.01816952957579207	0.038069930773805265	1.0637484030481894	0.03470081664364626
5.0	0.022869712332128724	0.01877529133411072	0.04164500366623945	1.0809269114195306	0.03649483121027181
5.5	0.026898615096998087	0.019719934380004495	0.04661854947700258	1.1285979791935572	0.038515936207588954
6.0	0.03199716526366066	0.020881736927181878	0.052878902190842535	1.7937728766296963	0.04050122454666268
6.5	0.03966192050207297	0.02183307418107913	0.06149499468315209	36.25864404548898	0.042175465079458296
7.0	0.05677251730864319	0.02224431851810881	0.07901683582675201	6629.153442534326	0.04319693371637868
7.5	0.08743496735915271	0.02247132525406157	0.10990629261321426	2564530.6302346857	0.04393513421131658
8.0	0.19393892538058696	0.022858130572819872	0.21679705595340681	3.861563737781031E9	0.04437557030139533
8.5	0.5268189304067219	0.023687222532527495	0.5505061529392493	2.60415322646706E13	0.04452322260878574
9.0	1.5774040281973896	0.02583021795508392	1.6032342461524736	3.7525859293412038E17	0.044968506279690644
9.5	4.498299358343651	0.029603469002803372	4.5279028273464546	7.949226317807836E21	0.04553415853126869
10.0	9.032268071729204	0.03415250845514007	9.066420580184344	2.078176745074295E26	0.04576176556003227
10.5	15.91770638309635	0.0431075061404021	15.960813889236753	6.52730246257785E30	0.04579127366531045
11.0	27.352230713920438	0.05542240464422203	27.40765311856466	3.2645992305793674E35	0.0458120430587562
11.5	51.603527921381044	0.08289506793993745	51.68642298932098	1.6327693737515474E40	0.04585277353048014
12.0	93.53705880062152	0.1331024551512111	93.67016125577273	8.16675176951124E44	0.0455366361331481
12.5	154.85158776079382	0.20187204653154645	155.05345980732537	4.0846959113064713E49	0.045346554438936704
13.0	229.08209054380242	0.3136861882164316	229.39577673201885	2.043152494754041E54	0.045209284556817345
13.5	308.0650704962782	0.37127703014258817	308.43634752642083	1.0219254804221718E59	0.04548464395215789
14.0	404.67670481054967	0.4644682477571638	405.1411730583069	5.110812431877369E63	0.04547262205002764
14.5	561.2631876759095	0.732136918467191	561.9953245943767	2.5559722266667304E68	0.045141225711915166
15.0	790.1316091800747	1.2168468827055499	791.3484560627803	1.2783434479872196E73	0.04455629832819147
15.5	1004.6256569042436	1.7288409990377451	1006.3544979032813	6.392823813223439E77	0.04422846747876648
16.0	1120.2587746213164	2.047981577987547	1122.306756199304	3.196906996498681E82	0.04370355100571944
16.5	1225.0776881135387	2.6561853125789052	1227.7338734261175	1.598510859909233E87	0.04359510601186651
17.0	1483.5983920868787	4.230380993559789	1487.8287730804384	7.991311670138217E91	0.0434145276473795
17.5	1779.2622522877475	6.880843623945261	1786.143095911693	3.9946657872629395E96	0.043124115390162754
18.0	1674.9467986280013	4.729101471177522	1679.6759000991785	1.9967835044995635E101	0.04281896657884222
18.5	1480.9826005891925	2.3849610640125403	1483.3675616532048	9.980816902521766E105	0.04218236148793002
19.0	1818.9181995826816	3.535128405849759	1822.4533279885313	4.990660196774962E110	0.04066485532466512
19.5	447.80558673700824	0.16729008574129325	447.9728768227495	2.4958569409855174E115	0.039527857744577226
