Time	F	S	L	N	E(L/N)
0.0	0.003999999999999997	0.09467897186132872	0.009999999999999993	1.002	0.009999999999999993
0.5	0.006093461598029749	0.10950842843957698	NaN	1.0050440342664773	NaN
1.0	0.008026030391281613	0.12220564591534329	NaN	1.0090903228060455	NaN
1.5	0.009792119637954589	0.13116844089337568	NaN	1.0140998986733982	NaN
2.0	0.01141669387802986	0.1346204812787918	NaN	1.0200316640495513	NaN
2.5	0.012687081726931256	0.13568471170164112	NaN	1.026755950211157	NaN
3.0	0.014077855884736505	0.13854953623041333	NaN	1.0343754327276065	NaN
3.5	0.01587688369571283	0.13772619314792198	NaN	1.0432145004867783	NaN
4.0	0.017909690398594382	0.13445041708509134	NaN	1.0535020673100648	NaN
4.5	0.02015548778655081	0.13212198960796953	NaN	1.0654295359022181	NaN
5.0	0.02249517469963431	0.12956549903349074	NaN	1.079201555586148	NaN
5.5	0.02481843651352849	0.12861759087108116	NaN	1.0949939207615096	NaN
6.0	0.02706015196512297	0.12770690200183088	NaN	1.1129649403259425	NaN
6.5	0.029225862953569454	0.12634019078455347	NaN	1.1333013601754838	NaN
7.0	0.03142289476929677	0.12157631986746592	NaN	1.156331251579411	NaN
7.5	0.033571893006349295	0.11634211358244653	NaN	1.1823301115439369	NaN
8.0	0.035588125992772765	0.10851471530376498	NaN	1.2118135354826145	NaN
8.5	0.0373158879913395	0.103888025913446	NaN	1.245232661919408	NaN
9.0	0.03868140163133138	0.0997662498685306	NaN	1.282561204442911	NaN
9.5	0.03995676862451683	0.09851016759393595	NaN	1.3246696086461835	NaN
10.0	0.04110526032593487	0.09621988486861405	NaN	1.3726452719400937	NaN
10.5	0.042085941564885446	0.09300756357229982	NaN	1.4292323234085516	NaN
11.0	0.04300162587491811	0.09054163713264153	NaN	1.4999310428044506	NaN
11.5	0.043880593622652786	0.08792321000124168	NaN	1.5922458329273887	NaN
12.0	0.044806449240929275	0.08474475250995349	NaN	1.7284139708552242	NaN
12.5	0.04557910774065543	0.08089312837278359	NaN	1.934028142352832	NaN
13.0	0.04654954059383278	0.07798778341348706	NaN	2.233944736264043	NaN
13.5	0.047510951155958374	0.07302168844095605	NaN	2.862300367361573	NaN
14.0	0.04848004054940112	0.06803970905182688	NaN	3.971596455413884	NaN
14.5	0.04933729819091541	0.06312874035054572	NaN	6.122951229185144	NaN
15.0	0.050077986125487486	0.058816775240255574	NaN	11.382071395308783	NaN
15.5	0.05083618210330438	0.054475618870303506	NaN	19.834057430765316	NaN
16.0	0.05139446454731806	0.049825250240170524	NaN	28.76022623216754	NaN
16.5	0.051775555440068705	0.04708447422835258	NaN	40.13283253720173	NaN
17.0	0.052123120818616045	0.04340499468297381	NaN	53.89089576889293	NaN
17.5	0.052384617180277274	0.040146805839635966	NaN	66.55859904421699	NaN
18.0	0.05255830355233631	0.037172984570693554	NaN	77.61962461499182	NaN
18.5	0.0526561521013609	0.03322914381694395	NaN	91.15090263509845	NaN
19.0	0.052724688268409446	0.029280957652333833	NaN	102.77951006638098	NaN
19.5	0.05278432291201937	0.025511555826639023	NaN	113.19098995039087	NaN
