Time	Component	Volatility OIS	Volatility Spread
0	0	0.0	0.0
0	1	0.0	0.3471748380036918
0	2	0.0	0.3857455123214805
0	3	0.0	0.42025110231455226
0	4	0.0	0.45099430821084135
0	5	0.0	0.47825807306987167
0	6	0.0	0.5023067851454146
0	7	0.0	0.5233874101918637
0	8	0.0	0.5417305576767547
0	9	0.0	0.5575514846425204
0	10	0.0	0.5710510407531774
0	11	0.0	0.5824165578655603
0	12	0.0	0.5918226872793066
0	13	0.0	0.5994321876445372
0	14	0.0	0.6053966663404587
0	15	0.0	0.6098572769814761
0	16	0.0	0.6129453755593173
0	17	0.0	0.6147831375897113
0	18	0.0	0.6154841384998475
0	19	0.0	0.6151538993678133
0	20	0.0	0.6138904000069931
0	21	0.0	0.6117845612767617
0	22	0.0	0.6089206983952109
0	23	0.0	0.605376946929922
0	24	0.0	0.6012256630485507
0	25	0.0	0.5965337995219108
0	26	0.0	0.5913632588881239
0	27	0.0	0.5857712251068821
0	28	0.0	0.5798104749577767
0	29	0.0	0.5735296703656908
0	30	0.0	0.5669736327692371
0	31	0.0	0.5601836005849019
0	32	0.0	0.5531974707597771
0	33	0.0	0.546050025349274
0	34	0.0	0.5387731440028789
0	35	0.0	0.5313960031906512
0	36	0.0	0.5239452629555863
0	37	0.0	0.5164452419320715
0	38	0.0	0.508918081328244
0	39	0.0	0.5013838985300377
1	0	0.0	0.0
1	1	0.0	0.0
1	2	0.0	0.34717483800369114
1	3	0.0	0.38574551232148047
1	4	0.0	0.42025110231455254
1	5	0.0	0.4509943082108414
1	6	0.0	0.47825807306987156
1	7	0.0	0.5023067851454145
1	8	0.0	0.5233874101918636
1	9	0.0	0.5417305576767549
1	10	0.0	0.5575514846425202
1	11	0.0	0.5710510407531774
1	12	0.0	0.5824165578655602
1	13	0.0	0.5918226872793069
1	14	0.0	0.5994321876445371
1	15	0.0	0.6053966663404587
1	16	0.0	0.609857276981476
1	17	0.0	0.6129453755593175
1	18	0.0	0.6147831375897107
1	19	0.0	0.615484138499848
1	20	0.0	0.6151538993678135
1	21	0.0	0.6138904000069928
1	22	0.0	0.6117845612767615
1	23	0.0	0.6089206983952107
1	24	0.0	0.6053769469299222
1	25	0.0	0.6012256630485507
1	26	0.0	0.5965337995219109
1	27	0.0	0.5913632588881238
1	28	0.0	0.5857712251068823
1	29	0.0	0.5798104749577766
1	30	0.0	0.5735296703656908
1	31	0.0	0.5669736327692372
1	32	0.0	0.5601836005849016
1	33	0.0	0.5531974707597771
1	34	0.0	0.5460500253492738
1	35	0.0	0.538773144002879
1	36	0.0	0.5313960031906511
1	37	0.0	0.5239452629555865
1	38	0.0	0.5164452419320714
1	39	0.0	0.5089180813282438
2	0	0.0	0.0
2	1	0.0	0.0
2	2	0.0	0.0
2	3	0.0	0.34717483800369114
2	4	0.0	0.38574551232148074
2	5	0.0	0.4202511023145526
2	6	0.0	0.45099430821084124
2	7	0.0	0.4782580730698715
2	8	0.0	0.5023067851454145
2	9	0.0	0.5233874101918639
2	10	0.0	0.5417305576767547
2	11	0.0	0.5575514846425201
2	12	0.0	0.5710510407531773
2	13	0.0	0.5824165578655606
2	14	0.0	0.5918226872793068
2	15	0.0	0.5994321876445371
2	16	0.0	0.6053966663404586
2	17	0.0	0.6098572769814762
2	18	0.0	0.6129453755593168
2	19	0.0	0.6147831375897111
2	20	0.0	0.6154841384998483
2	21	0.0	0.6151538993678133
2	22	0.0	0.6138904000069926
2	23	0.0	0.6117845612767614
2	24	0.0	0.6089206983952107
2	25	0.0	0.6053769469299222
2	26	0.0	0.6012256630485509
2	27	0.0	0.5965337995219108
2	28	0.0	0.5913632588881241
2	29	0.0	0.5857712251068823
2	30	0.0	0.5798104749577767
2	31	0.0	0.573529670365691
2	32	0.0	0.5669736327692371
2	33	0.0	0.5601836005849017
2	34	0.0	0.553197470759777
2	35	0.0	0.5460500253492739
2	36	0.0	0.5387731440028789
2	37	0.0	0.5313960031906513
2	38	0.0	0.5239452629555864
2	39	0.0	0.5164452419320711
3	0	0.0	0.0
3	1	0.0	0.0
3	2	0.0	0.0
3	3	0.0	0.0
3	4	0.0	0.34717483800369137
3	5	0.0	0.3857455123214808
3	6	0.0	0.4202511023145525
3	7	0.0	0.4509943082108412
3	8	0.0	0.47825807306987145
3	9	0.0	0.5023067851454147
3	10	0.0	0.5233874101918637
3	11	0.0	0.5417305576767547
3	12	0.0	0.55755148464252
3	13	0.0	0.5710510407531776
3	14	0.0	0.5824165578655603
3	15	0.0	0.5918226872793068
3	16	0.0	0.599432187644537
3	17	0.0	0.6053966663404589
3	18	0.0	0.6098572769814755
3	19	0.0	0.6129453755593173
3	20	0.0	0.6147831375897114
3	21	0.0	0.615484138499848
3	22	0.0	0.6151538993678131
3	23	0.0	0.6138904000069925
3	24	0.0	0.6117845612767614
3	25	0.0	0.6089206983952107
3	26	0.0	0.6053769469299223
3	27	0.0	0.6012256630485507
3	28	0.0	0.5965337995219111
3	29	0.0	0.591363258888124
3	30	0.0	0.5857712251068823
3	31	0.0	0.5798104749577768
3	32	0.0	0.5735296703656908
3	33	0.0	0.5669736327692371
3	34	0.0	0.5601836005849016
3	35	0.0	0.5531974707597771
3	36	0.0	0.5460500253492738
3	37	0.0	0.5387731440028791
3	38	0.0	0.5313960031906512
3	39	0.0	0.5239452629555862
4	0	0.0	0.0
4	1	0.0	0.0
4	2	0.0	0.0
4	3	0.0	0.0
4	4	0.0	0.0
4	5	0.0	0.34717483800369137
4	6	0.0	0.3857455123214807
4	7	0.0	0.4202511023145525
4	8	0.0	0.4509943082108412
4	9	0.0	0.47825807306987167
4	10	0.0	0.5023067851454145
4	11	0.0	0.5233874101918636
4	12	0.0	0.5417305576767546
4	13	0.0	0.5575514846425202
4	14	0.0	0.5710510407531774
4	15	0.0	0.5824165578655603
4	16	0.0	0.5918226872793066
4	17	0.0	0.5994321876445372
4	18	0.0	0.6053966663404582
4	19	0.0	0.609857276981476
4	20	0.0	0.6129453755593176
4	21	0.0	0.6147831375897111
4	22	0.0	0.6154841384998477
4	23	0.0	0.6151538993678127
4	24	0.0	0.6138904000069925
4	25	0.0	0.6117845612767615
4	26	0.0	0.6089206983952108
4	27	0.0	0.6053769469299222
4	28	0.0	0.6012256630485511
4	29	0.0	0.596533799521911
4	30	0.0	0.5913632588881241
4	31	0.0	0.5857712251068826
4	32	0.0	0.5798104749577767
4	33	0.0	0.573529670365691
4	34	0.0	0.566973632769237
4	35	0.0	0.5601836005849017
4	36	0.0	0.5531974707597771
4	37	0.0	0.5460500253492742
4	38	0.0	0.538773144002879
4	39	0.0	0.5313960031906511
5	0	0.0	0.0
5	1	0.0	0.0
5	2	0.0	0.0
5	3	0.0	0.0
