Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
88.65	93.86	52.15	52.12	37.49	37.47	37.42	36.87	36.87	37.63	0.11	0.11	0.16	0.16	0.16	0.15	0.15	0.16	57.84	57.80	41.19	41.19	41.76	0.33	0.33	0.48	0.48	0.48	1.00	2.00	100.75	99.26	1.50	100.75	1.50	3.00	1.50	3.00	0.50	
91.21	96.58	55.02	55.43	40.34	40.21	40.04	38.90	38.90	39.95	0.16	0.16	0.23	0.23	0.23	0.23	0.23	0.23	62.53	62.26	44.54	44.52	45.37	1.06	1.06	1.52	1.52	1.55	1.00	6.00	101.51	98.52	1.50	101.51	1.50	3.00	1.50	3.00	1.00	
92.88	98.34	57.45	57.73	43.04	42.69	42.33	40.63	40.63	42.62	0.20	0.20	0.30	0.30	0.30	0.29	0.29	0.30	62.48	61.93	44.50	44.47	45.40	1.74	1.72	2.50	2.50	2.55	1.00	10.00	102.27	97.78	1.50	102.27	1.50	3.00	1.50	3.00	1.50	
93.78	99.30	59.49	59.16	45.57	44.87	44.30	42.07	42.07	45.13	0.24	0.23	0.37	0.36	0.35	0.34	0.34	0.36	60.16	59.38	42.85	42.78	43.58	2.31	2.28	3.32	3.31	3.38	1.00	14.00	103.05	97.06	1.50	103.05	1.50	3.01	1.50	3.00	2.00	
94.06	99.59	61.17	60.68	47.89	46.74	45.96	43.25	43.25	46.70	0.27	0.26	0.42	0.41	0.40	0.38	0.38	0.41	56.70	55.84	40.38	40.28	40.95	2.77	2.73	3.97	3.96	4.02	1.00	18.00	103.84	96.33	1.50	103.84	1.49	3.00	1.50	3.00	2.50	
93.81	99.33	62.52	61.88	49.98	48.29	47.34	44.21	44.21	48.59	0.29	0.29	0.48	0.46	0.44	0.42	0.42	0.46	53.10	52.29	37.82	37.66	38.25	3.13	3.08	4.48	4.46	4.53	1.00	22.00	104.66	95.62	1.50	104.66	1.50	3.01	1.50	3.00	3.00	
93.15	98.63	63.60	62.47	51.82	49.54	48.47	44.97	44.97	49.62	0.32	0.31	0.53	0.50	0.48	0.46	0.46	0.51	49.68	48.92	35.39	35.17	35.69	3.41	3.36	4.89	4.86	4.93	1.00	26.00	105.51	94.90	1.49	105.51	1.49	3.00	1.50	3.00	3.50	
92.15	97.57	64.42	63.16	53.41	50.52	49.37	45.55	45.55	50.56	0.34	0.33	0.57	0.54	0.51	0.49	0.49	0.54	46.46	45.69	33.09	32.82	33.27	3.63	3.57	5.20	5.16	5.23	1.00	30.00	106.40	94.20	1.49	106.41	1.49	3.00	1.50	3.00	4.00	
90.88	96.23	65.03	62.55	54.75	51.27	50.07	45.99	45.99	51.40	0.35	0.34	0.61	0.58	0.54	0.52	0.52	0.58	43.54	42.75	31.01	30.69	31.11	3.81	3.74	5.45	5.39	5.46	1.00	34.00	107.37	93.50	1.48	107.39	1.48	2.99	1.50	3.00	4.50	
89.40	94.66	65.46	62.68	55.86	51.83	50.60	46.28	46.28	51.77	0.37	0.36	0.65	0.60	0.56	0.55	0.55	0.60	65.13	63.33	46.39	46.34	50.38	0.64	0.63	0.94	0.94	1.02	3.50	2.00	108.45	92.80	1.47	108.50	1.47	2.98	1.50	3.00	5.00	
87.77	92.93	65.72	63.16	56.75	52.22	50.98	46.47	46.47	52.42	0.38	0.37	0.68	0.63	0.58	0.57	0.57	0.63	66.37	64.08	47.27	47.50	50.84	1.94	1.88	2.84	2.86	3.04	3.50	6.00	110.07	92.11	1.48	110.02	1.46	2.98	1.50	3.00	5.50	
86.02	91.08	65.84	62.69	57.44	52.48	51.23	46.56	46.56	52.57	0.39	0.38	0.71	0.65	0.59	0.59	0.59	0.65	63.40	61.22	45.15	45.26	48.25	3.05	2.96	4.47	4.48	4.76	3.50	10.00	125.13	91.42	1.47	115.21	1.46	2.97	1.50	3.00	6.00	
