i	j	k	mean1	mean2	variance1	variance2	correlation	probabilitySum	probabilitySimApprox	probabilityBlackApprox	probabilitySimLevy	probabilitySimJu	probabilitySimHo	probabilityBlackLevy	probabilityBlackJu	probabilityBlackHo	normalizedErrorSimApprox	normalizedErrorBlackApprox	normalizedErrorSimLevy	normalizedErrorSimJu	normalizedErrorSimHo	normalizedErrorBlackLevy	normalizedErrorBlackJu	normalizedErrorBlackHo
2	0	0	-3.4	-3.2	0.1	0.0	0.0	0.0041940492416804925	0.004206018583922066	0.004206706812553751	0.004290523718671207	0.0041749650011367375	0.0	0.004291226690761277	0.004175667973226807	0.0	0.0028498203800431158	0.003013436122068726	0.022741150896229738	0.004560690181674429	2.0	0.022904959097262943	0.004392327239191841	2.0
2	0	1	-3.4	-3.2	0.1	0.0	0.1	0.0041929344469379725	0.004206036291589626	0.004206706812553751	0.0042905446330092295	0.00417498591547476	0.0	0.004291226690761277	0.004175667973226807	0.0	0.0031198691029017114	0.0032792747190757837	0.023011829262827525	0.004289842801046239	2.0	0.023170763079108453	0.004126489190013423	2.0
2	0	2	-3.4	-3.2	0.1	0.0	0.2	0.004192853197524344	0.004205637105412315	0.004206706812553751	0.00429013094289203	0.00417457222535756	0.0	0.004291226690761277	0.004175667973226807	0.0	0.003044334737994763	0.0032986525515110265	0.022934793642773694	0.004369557239623951	2.0	0.023190138360852024	0.0041071113872784846	2.0
2	0	3	-3.4	-3.2	0.1	0.0	0.30000000000000004	0.004193453483720892	0.004206853906315791	0.004206706812553751	0.004291376544662782	0.004175817827128313	0.0	0.004291226690761277	0.004175667973226807	0.0	0.0031904600564480086	0.003155494268064522	0.023081914573259667	0.004214382814837843	2.0	0.023046998833129696	0.004250269418499096	2.0
2	0	4	-3.4	-3.2	0.1	0.0	0.4	0.0041929745139290125	0.004207133957713504	0.004206706812553751	0.004291664630425402	0.004176105912890932	0.0	0.004291226690761277	0.004175667973226807	0.0	0.0033712526051994716	0.0032697189550377017	0.023263244274108343	0.004031171927568591	2.0	0.02316120857151473	0.004136044938893543	2.0
2	0	5	-3.4	-3.2	0.1	0.0	0.5	0.004194973761152747	0.004206894385416101	0.004206706812553751	0.004291418142587388	0.004175859425052919	0.0	0.004291226690761277	0.004175667973226807	0.0	0.002837612791679469	0.0027930248711723698	0.022729183975615345	0.00456688974075529	2.0	0.02268457601347852	0.004612737837446244	2.0
2	0	6	-3.4	-3.2	0.1	0.0	0.6000000000000001	0.004191852570157586	0.004207455814971937	0.004206706812553751	0.0042919911532057296	0.00417643243567126	0.0	0.004291226690761277	0.004175667973226807	0.0	0.003715364194027011	0.003537331039592943	0.023606890063845858	0.0036853750740050897	2.0	0.023428785125585744	0.003868433150982807	2.0
2	0	7	-3.4	-3.2	0.1	0.0	0.7000000000000001	0.0041932025858011914	0.004206535970638647	0.004206706812553751	0.00429105230397112	0.004175493586436651	0.0	0.004291226690761277	0.004175667973226807	0.0	0.003174714248036423	0.0032153267641682553	0.02306619012304439	0.004232200333258182	2.0	0.023106823515134652	0.0041904370370428115	2.0
2	0	8	-3.4	-3.2	0.1	0.0	0.8	0.004193138049541684	0.004206202288621715	0.004206706812553751	0.004290710207313127	0.004175151489778658	0.0	0.004291226690761277	0.004175667973226807	0.0	0.003110777407285703	0.0032307175274858837	0.023001863026629817	0.004298742216915911	2.0	0.023122212262668505	0.004175046301072548	2.0
2	0	9	-3.4	-3.2	0.1	0.0	0.9	0.004192453923043697	0.00420723557100421	0.004206706812553751	0.0042917668939813575	0.004176208176446888	0.0	0.004291226690761277	0.004175667973226807	0.0	0.003519570091486821	0.003393884212656519	0.023411217854766866	0.003882519428714272	2.0	0.02328535743244582	0.004011879851886576	2.0
