i	j	k	mean1	mean2	variance1	variance2	correlation	probabilitySum	probabilitySimApprox	probabilityBlackApprox	probabilitySimLevy	probabilitySimJu	probabilitySimHo	probabilityBlackLevy	probabilityBlackJu	probabilityBlackHo	normalizedErrorSimApprox	normalizedErrorBlackApprox	normalizedErrorSimLevy	normalizedErrorSimJu	normalizedErrorSimHo	normalizedErrorBlackLevy	normalizedErrorBlackJu	normalizedErrorBlackHo
0	4	0	-1.0	-2.0	2.1	2.4	0.0	0.2324054292990979	0.21664375558809518	0.21677269013253034	0.24506884784941993	0.2369735144600136	0.0	0.2452456804891283	0.23715034709972196	0.0	0.07020021076293577	0.06960596917030867	0.05304335398316369	0.01946438041864984	2.0	0.05376414260075014	0.020210241420154235	2.0
0	4	1	-1.0	-2.0	2.1	2.4	0.1	0.23615400379830281	0.22313146296027986	0.22324786341627958	0.24618132169558976	0.2401236979560922	0.0	0.24633426750323367	0.24027664376373611	0.0	0.05670782892360965	0.056186712780576874	0.04157820241351539	0.016669662019308494	2.0	0.0421990100504167	0.017306359221554764	2.0
0	4	2	-1.0	-2.0	2.1	2.4	0.2	0.23956946356582295	0.22946565223882445	0.22945080634686313	0.24767635346839306	0.2433107787886976	0.0	0.24765948448425404	0.2432939098045586	0.0	0.04308338965053835	0.043148059340137	0.033276385837093046	0.015495830620992204	2.0	0.03320829335288017	0.01542650134235296	2.0
0	4	3	-1.0	-2.0	2.1	2.4	0.30000000000000004	0.24322600513477052	0.2354162444197517	0.2354043633999458	0.2492707810235151	0.24627436526024854	0.0	0.24926287419467894	0.24626645843141237	0.0	0.03263297681008082	0.032683432765747686	0.02454747343996606	0.012454985980983175	2.0	0.024515757871032294	0.012422880934634685	2.0
0	4	4	-1.0	-2.0	2.1	2.4	0.4	0.24713678799758584	0.24117203479577146	0.24112827919212754	0.251235301427182	0.24930986604838778	0.0	0.2511887331982041	0.24926329781940992	0.0	0.024430249560895418	0.024611667756783123	0.01644760417593501	0.00875452793604971	2.0	0.016262242362763843	0.00856772543995105	2.0
0	4	5	-1.0	-2.0	2.1	2.4	0.5	0.25073948708748484	0.24635232811152105	0.24663976592965164	0.2531795163604328	0.252053867284407	0.0	0.25348223983705565	0.25235659076102984	0.0	0.017651302402585032	0.01648529219087448	0.009684212170022442	0.005228311732815648	2.0	0.01087915336889589	0.006428607754051805	2.0
0	4	6	-1.0	-2.0	2.1	2.4	0.6000000000000001	0.2545489713702524	0.25182315016156903	0.2519539432523379	0.2560540018002235	0.2554863391642085	0.0	0.2561867470544258	0.2556190844184108	0.0	0.010766079303250384	0.010246843771266903	0.0058951103266239304	0.0036756976413018605	2.0	0.006413397869351983	0.004195139370316432	2.0
0	4	7	-1.0	-2.0	2.1	2.4	0.7000000000000001	0.2585446249969483	0.2571999333880179	0.25708418395277416	0.2594580297108414	0.25923819282173316	0.0	0.2593402915033697	0.2591204546142614	0.0	0.005214564408168508	0.005664699174388244	0.0035266410532524325	0.002678991271694663	2.0	0.0030727541238242994	0.002224718799829387	2.0
0	4	8	-1.0	-2.0	2.1	2.4	0.8	0.26280357470196186	0.26193396194505936	0.2620423891295037	0.2628614705840292	0.26281263879942657	0.0	0.26297157223124257	0.26292274044663994	0.0	0.0033144675048755773	0.002900605605886149	2.202767050483241E-4	3.448941349935014E-5	2.0	6.390470537096286E-4	4.5333756840530313E-4	2.0
0	4	9	-1.0	-2.0	2.1	2.4	0.9	0.2668498253811411	0.2669173963535009	0.26683920965871244	0.2671741455037159	0.2671536052722507	0.0	0.2670958866324406	0.2670753464009754	0.0	2.531851698957E-4	3.9782426588064745E-5	0.001214627583242703	0.0011377450917792133	2.0	9.216714200084891E-4	8.447663895731722E-4	2.0
1	4	0	-2.2	-2.6	2.1	2.4	0.0	0.08392680155162204	0.07524865544817859	0.07522093248419234	0.088629945591009	0.08345073745812975	0.0	0.08859769976641171	0.08341849163353247	0.0	0.10903874588472914	0.10940613286357612	0.0545112737376703	0.005688506311047447	2.0	0.05414765067112744	0.006074983149088704	2.0
1	4	1	-2.2	-2.6	2.1	2.4	0.1	0.08549567093736084	0.07838654478471682	0.07836270314797328	0.08916498788638612	0.0854596549939787	0.0	0.08913553547484929	0.08543020258244187	0.0	0.08675897041446087	0.08706259694329513	0.04201652477136309	4.213491821436632E-4	2.0	0.041686301231827844	7.66043824387809E-4	2.0
1	4	2	-2.2	-2.6	2.1	2.4	0.2	0.08693641693583368	0.0812925390835865	0.08133097198726595	0.08973188514556828	0.08718887989493501	0.0	0.08978462520511976	0.0872416199544865	0.0	0.06709757922525131	0.06662544637368191	0.03164651696767376	0.002899784967450217	2.0	0.032233946051702676	0.003504494873196963	2.0
1	4	3	-2.2	-2.6	2.1	2.4	0.30000000000000004	0.08847048281638838	0.08414081239399031	0.08414503766311611	0.09055089414304954	0.08889432653904637	0.0	0.09056194403281227	0.08890537642880911	0.0	0.050166710320098874	0.05011652650070767	0.02324204362624843	0.004779344044608349	2.0	0.023364049219815775	0.004903639246866744	2.0
1	4	4	-2.2	-2.6	2.1	2.4	0.4	0.08996917497041565	0.08681774521507622	0.08682078477362881	0.09147950204914906	0.09047040052170033	0.0	0.09148446205419927	0.09047536052675054	0.0	0.035652295452998695	0.03561729638204635	0.016647430045142332	0.005555605525203409	2.0	0.016701644658443173	0.005610428212084445	2.0
1	4	5	-2.2	-2.6	2.1	2.4	0.5	0.09157624221732155	0.08937003184142264	0.08937148469537948	0.09256319166677704	0.09200052943348067	0.0	0.09256800502233803	0.09200534278904166	0.0	0.02438525343918011	0.02436899937412056	0.010719588179864778	0.004622449913937787	2.0	0.010771586078664954	0.004674767043821201	2.0
1	4	6	-2.2	-2.6	2.1	2.4	0.6000000000000001	0.09328053737763121	0.0917548307208664	0.09180836896925448	0.09376949825501327	0.09349066184794454	0.0	0.09382584288133092	0.09354700647426219	0.0	0.016490973292766928	0.015907689309241	0.005228129208618207	0.0022500735786307293	2.0	0.005828828530005015	0.002852567572608185	2.0
1	4	7	-2.2	-2.6	2.1	2.4	0.7000000000000001	0.09504182695006663	0.09417672050334225	0.0941410496627923	0.09530468064811325	0.09518501967847662	0.0	0.0952671340068501	0.09514747303721346	0.0	0.009143992049060608	0.00952282049413671	0.002761844189981108	0.0015054944236088659	2.0	0.0023678029205830954	0.001110957211093347	2.0
1	4	8	-2.2	-2.6	2.1	2.4	0.8	0.09674467399607523	0.09637940968488767	0.09637783393793388	0.09689694278320606	0.09684808068227595	0.0	0.09689544014289876	0.09684657804196865	0.0	0.003782690426026422	0.003799039915810302	0.0015726865914819385	0.0010682908704153606	2.0	0.0015571788675494418	0.0010527753172793364	2.0
1	4	9	-2.2	-2.6	2.1	2.4	0.9	0.09859152762989362	0.09855260821136562	0.09852596372008982	0.09873442661288644	0.09870115082982472	0.0	0.09870758603740604	0.09867431025434432	0.0	3.94832119777991E-4	6.652267067197722E-4	0.0014483546631377112	0.001111274891566588	2.0	0.0011764716562094768	8.393001579856163E-4	2.0
2	4	0	-3.4	-3.2	2.1	2.4	0.0	0.03376814104206249	0.030259004641546756	0.030273533778731307	0.035989047700609685	0.03352160198173142	0.0	0.03601043168020829	0.03354298596133003	0.0	0.10961401958650983	0.10913541137423567	0.0636753486938792	0.007327686189673406	2.0	0.06426874470678715	0.006689981010750636	2.0
2	4	1	-3.4	-3.2	2.1	2.4	0.1	0.03439043880923361	0.03155336811842857	0.0315605726101075	0.036203882113419926	0.03439931263618358	0.0	0.03621541950867725	0.034410850031440905	0.0	0.08604509878894918	0.0858172191214102	0.05137646429585198	2.5799851761370294E-4	2.0	0.05169488036605849	5.933383676738716E-4	2.0
2	4	2	-3.4	-3.2	2.1	2.4	0.2	0.034989329936111264	0.03278905508511922	0.032775099150339854	0.0364809011623377	0.03520474697698718	0.0	0.036463099589332804	0.03518694540398228	0.0	0.064925561454521	0.06535082832164306	0.04173965029361175	0.006137755501581891	2.0	0.04125177164750522	0.00563197368094328	2.0
2	4	3	-3.4	-3.2	2.1	2.4	0.30000000000000004	0.03565740712528755	0.03392497459824387	0.03392530794645035	0.036759781491428264	0.035892715948876275	0.0	0.036760117474584034	0.035893051932032044	0.0	0.04979514883313659	0.049785328929791116	0.030445102528773228	0.006577454055384837	2.0	0.03045424033448489	0.006586814671746941	2.0
2	4	4	-3.4	-3.2	2.1	2.4	0.4	0.0362823267456255	0.03502697871263071	0.035017922664774936	0.03712714403224912	0.03656546204249677	0.0	0.03711317960483482	0.036551497615082466	0.0	0.035208533442515705	0.03546703107790615	0.023016574773571136	0.007773339495444845	2.0	0.022640428563624283	0.007391369925157325	2.0
2	4	5	-3.4	-3.2	2.1	2.4	0.5	0.03697011197964869	0.03606589223224171	0.03605854587837315	0.037538218796945015	0.03719424965164512	0.0	0.03752862552157758	0.037184656376277686	0.0	0.024760931465628362	0.024964613290518196	0.015249484490526087	0.0060443497946014715	2.0	0.014993906223436363	0.005786395167448497	2.0
2	4	6	-3.4	-3.2	2.1	2.4	0.6000000000000001	0.03760904652332884	0.03706532561358227	0.03705190821685306	0.03802621258007809	0.0378285313289004	0.0	0.03801188816818031	0.037814206917002616	0.0	0.014562450120094392	0.014924489203616728	0.011030994319168366	0.0058189780695636125	2.0	0.010654236065577315	0.005440242480021964	2.0
2	4	7	-3.4	-3.2	2.1	2.4	0.7000000000000001	0.038326808372203834	0.03802115848030609	0.03800205021424341	0.03858702177025299	0.0384803100624191	0.0	0.03856688678588467	0.03846017507805078	0.0	0.00800675917115645	0.008509446203564404	0.006766361721089721	0.003997069369186804	2.0	0.006244423894241303	0.003473680039360994	2.0
2	4	8	-3.4	-3.2	2.1	2.4	0.8	0.0390480350046875	0.03892941828098956	0.038912457866238384	0.039212734532304776	0.039157149049611574	0.0	0.03919543166673234	0.03913984618403914	0.0	0.003042333872161259	0.0034780985459798032	0.004208993307673098	0.002790455549553141	2.0	0.003767641397174354	0.00234847595191958	2.0
2	4	9	-3.4	-3.2	2.1	2.4	0.9	0.03978834353951262	0.03977780099305062	0.03978616556248582	0.039888229632226685	0.03985818402089269	0.0	0.0398967460130156	0.0398667004016816	0.0	2.6500081219044965E-4	5.474057085308705E-5	0.002507288873952096	0.0017537608611273377	2.0	0.002720771831009156	0.0019674049072606397	2.0
3	4	0	-4.6	-3.8	2.1	2.4	0.0	0.015213638284872183	0.014199841409293146	0.014198208061338218	0.016387335575001744	0.015573864740178283	0.0	0.016385208153114818	0.015571737318291357	0.0	0.06893416801549945	0.06904906353591088	0.07428234935632096	0.02340082305557546	2.0	0.0741526986146061	0.023264230265384555	2.0
3	4	1	-4.6	-3.8	2.1	2.4	0.1	0.015451169796327071	0.01464067388233676	0.014640603357851932	0.0164467957660388	0.015815531658113648	0.0	0.01644699494330671	0.01581573083538156	0.0	0.05386814597637831	0.05387295951767939	0.06242567211787296	0.02330670296753209	2.0	0.06243777064341991	0.023319294953384456	2.0
3	4	2	-4.6	-3.8	2.1	2.4	0.2	0.015691334373533913	0.0150593525052755	0.015063372487972813	0.0165174776340434	0.016039010253290246	0.0	0.01652237700923741	0.016043909628484256	0.0	0.041103593604207775	0.040836798633061985	0.051299207205477294	0.021914409304109143	2.0	0.05159558461481462	0.02221979165674108	2.0
3	4	3	-4.6	-3.8	2.1	2.4	0.30000000000000004	0.0159455234680636	0.015468879670793875	0.015468231291444041	0.01661506114789731	0.016262387622020747	0.0	0.01661382057311898	0.01626114704724242	0.0	0.03034555806537993	0.030387464362253827	0.04112565469758221	0.019676169191531128	2.0	0.041051017748397256	0.019599888726704543	2.0
3	4	4	-4.6	-3.8	2.1	2.4	0.4	0.016219855836687863	0.015855342345745958	0.015856653826432775	0.016721648716606405	0.01647026524566853	0.0	0.016723994327297084	0.016472610856359208	0.0	0.0227286820719651	0.022645980754737356	0.030465692853021836	0.015320188527280622	2.0	0.030605924207387156	0.015462584823867078	2.0
3	4	5	-4.6	-3.8	2.1	2.4	0.5	0.016474593836597048	0.0162254768137556	0.016229918264896198	0.01685184250967877	0.016679851127163216	0.0	0.016855673973114948	0.016683682590599394	0.0	0.015236482239145317	0.01496280213210568	0.022639604736729046	0.012381886699688495	2.0	0.022866911162763497	0.012611557446987899	2.0
3	4	6	-4.6	-3.8	2.1	2.4	0.6000000000000001	0.01672140914487764	0.016600865342296264	0.016589142102641133	0.017024689309868498	0.016912906603699245	0.0	0.017011596810551474	0.01689981410438222	0.0	0.007235028486892494	0.007941450218201362	0.017974235771140126	0.01138702866757187	2.0	0.01720496928481578	0.010612639414213308	2.0
3	4	7	-4.6	-3.8	2.1	2.4	0.7000000000000001	0.017014420496695937	0.016930353693038087	0.01693530958209938	0.017189176700099396	0.017121224206746003	0.0	0.017194265709006513	0.01712631321565312	0.0	0.004953151444635255	0.004660473848419017	0.010218586214658876	0.006257606146181693	2.0	0.010514593353813002	0.006554792870002764	2.0
3	4	8	-4.6	-3.8	2.1	2.4	0.8	0.01727843232527534	0.017269005140501194	0.01726929333942128	0.017405525864286626	0.017367875828565933	0.0	0.01740571266468686	0.017368062628966167	0.0	5.457530552583243E-4	5.290643987832331E-4	0.0073286640651950554	0.005163234298640539	2.0	0.00733939611014519	0.005173989681161296	2.0
3	4	9	-4.6	-3.8	2.1	2.4	0.9	0.017592836240862837	0.01758863063703975	0.01759187170010785	0.017643943473659073	0.017625891897471827	0.0	0.017647246136226286	0.01762919456003904	0.0	2.3908064082060572E-4	5.4827270790863916E-5	0.0029007890738195242	0.0018771635636103375	2.0	0.0030879550610144004	0.00206452145713711	2.0
4	4	0	-5.8	-4.4	2.1	2.4	0.0	0.0074855528602162415	0.007282283226114258	0.007290055294648347	0.008031528306570794	0.007848328909495252	0.0	0.008041468016802018	0.007858268619726475	0.0	0.02752869586494601	0.026462202234773115	0.07037089520716898	0.04731692271106323	2.0	0.07160615819208349	0.04858186860391247	2.0
4	4	1	-5.8	-4.4	2.1	2.4	0.1	0.007582886903737816	0.007428836557174448	0.0074271269921188975	0.008060616397345328	0.00790210957381296	0.0	0.008058431275800665	0.007899924452268297	0.0	0.020524005383457278	0.02075413290082478	0.06107704705434294	0.04122993124834531	2.0	0.06080617587396722	0.04095348593232004	2.0
4	4	2	-5.8	-4.4	2.1	2.4	0.2	0.007674718348616189	0.007560007730833852	0.007560161298297616	0.008079230211359643	0.007945331682364436	0.0	0.008079332600045987	0.00794543407105078	0.0	0.015059098166138872	0.015038786386708317	0.05135371125574809	0.03464948360748077	2.0	0.05136637589256456	0.03466236630235926	2.0
4	4	3	-5.8	-4.4	2.1	2.4	0.30000000000000004	0.007773452565063176	0.0076881373095725545	0.0076893864135218525	0.008102821597475659	0.007992903137507494	0.0	0.008104991482403229	0.007995073022435064	0.0	0.01103576749640458	0.010873313970060665	0.04149198093210707	0.027837830959063933	2.0	0.041759622838228164	0.028109217458808653	2.0
4	4	4	-5.8	-4.4	2.1	2.4	0.4	0.00786466149084323	0.00781913812582052	0.007815009410417158	0.00814053091065614	0.008053421074674074	0.0	0.008136350337399345	0.008049240501417278	0.0	0.005805144943874782	0.006333306449956365	0.034472490288472435	0.023716372000701313	2.0	0.03395895827994703	0.023197203384036774	2.0
4	4	5	-5.8	-4.4	2.1	2.4	0.5	0.007969946449413427	0.00793222902359192	0.007937218926407716	0.008169209828167188	0.008103202898704717	0.0	0.008174469610179567	0.008108462680717096	0.0	0.004743681251100914	0.004114815208428923	0.02469315933579051	0.016581249437204005	2.0	0.025336705894000104	0.017230091631900705	2.0
4	4	6	-5.8	-4.4	2.1	2.4	0.6000000000000001	0.008071334481974453	0.008052484588119866	0.008056187427580153	0.00821656826911362	0.008169445565968615	0.0	0.008220509862938378	0.008173387159793372	0.0	0.0023381425669243643	0.0018784106422854922	0.01783333181179092	0.0120820654801723	2.0	0.018312890524332243	0.012564410775316094	2.0
4	4	7	-5.8	-4.4	2.1	2.4	0.7000000000000001	0.008168615389422637	0.00817182084321975	0.008172073124685732	0.008275376583157542	0.008244444902740372	0.0	0.008275696336646616	0.008244764656229446	0.0	3.923339317845495E-4	4.232055779179614E-4	0.012984826788157768	0.009240143150384024	2.0	0.01302346355478324	0.009278925680756486	2.0
4	4	8	-5.8	-4.4	2.1	2.4	0.8	0.008287437613768522	0.008282457020590774	0.008285021604643316	0.008338666198631758	0.008320818189113833	0.0	0.00834126221910693	0.008323414209589005	0.0	6.011617198120751E-4	2.91569174298708E-4	0.006162428124023673	0.00401975688976535	2.0	0.006473699793653848	0.004331697880766646	2.0
4	4	9	-5.8	-4.4	2.1	2.4	0.9	0.008389471577721332	0.008388723652773353	0.008395167227682422	0.00841190004263825	0.008403700356290358	0.0	0.008418369134802425	0.008410169448454533	0.0	8.91543980390467E-5	6.786741171047981E-4	0.0026698373708656615	0.0016945909474324879	2.0	0.0034385805500359175	0.0024640848814508737	2.0
5	4	0	-7.0	-5.0	2.1	2.4	0.0	0.003902799563913176	0.0038879073552962676	0.003888891404268684	0.004129639022490413	0.004101000742939041	0.0	0.004130891777226814	0.004102253497675442	0.0	0.0038230699142817975	0.003569997758198417	0.05648084479879018	0.04952676764216136	2.0	0.05678391255725589	0.04983200791493165	2.0
5	4	1	-7.0	-5.0	2.1	2.4	0.1	0.003936274938761281	0.003929807974365999	0.0039298034156863	0.004135731221599643	0.0041042141022130454	0.0	0.004135552220084196	0.0041040351006975985	0.0	0.0016442655046236866	0.0016454255305814233	0.0494192593206454	0.04177337039972225	2.0	0.04937600307869272	0.04172977437760784	2.0
5	4	2	-7.0	-5.0	2.1	2.4	0.2	0.003974477201081897	0.003967334608555509	0.003969983540802255	0.0041385863495597836	0.004106832480082007	0.0	0.004141333347956399	0.004109579478478622	0.0	0.0017987312461170532	0.0011312687986362593	0.04045553136703987	0.03275589829420988	2.0	0.04111878804126922	0.033424376585164915	2.0
5	4	3	-7.0	-5.0	2.1	2.4	0.30000000000000004	0.0040101228671447255	0.0040090590319957495	0.004009456265562161	0.004147967677072219	0.004118099259189788	0.0	0.00414848905448902	0.0041186206366065885	0.0	2.65322613293003E-4	1.6624353261787016E-4	0.0337934003503328	0.026568268033726857	2.0	0.03391905110167002	0.026694843898517086	2.0
5	4	4	-7.0	-5.0	2.1	2.4	0.4	0.00404323092433159	0.004048407625149765	0.004048244720515889	0.004157531240009747	0.0041311473491249286	0.0	0.004157322504631199	0.004130938613746381	0.0	0.001279518551531684	0.0012392785702794874	0.027875534831423285	0.0215102413547015	2.0	0.027825336738045044	0.021459718692209615	2.0
5	4	5	-7.0	-5.0	2.1	2.4	0.5	0.0040793948853156	0.004087796738497959	0.004086370785889278	0.00416975053914164	0.004147925608060163	0.0	0.004168191413988051	0.004146366482906574	0.0	0.002057464442945377	0.001708572313868067	0.021906670128072	0.016659305493140902	2.0	0.021532731019728264	0.016283379639409228	2.0
5	4	6	-7.0	-5.0	2.1	2.4	0.6000000000000001	0.004119035876600194	0.004121121542414236	0.004123855186324489	0.004178549674461017	0.004161835423726219	0.0	0.004181511596696924	0.004164797345962127	0.0	5.062198955638736E-4	0.0011693251038997782	0.014344847062941304	0.010336967107395473	2.0	0.015053397453050992	0.011048380171945918	2.0
5	4	7	-7.0	-5.0	2.1	2.4	0.7000000000000001	0.004151094155485055	0.004165921801931128	0.004160717576508123	0.004203107811182017	0.004191541083716563	0.0	0.004197757363245503	0.0041861906357800495	0.0	0.0035656169284733665	0.002315601299299531	0.012452094384237885	0.009696439331651588	2.0	0.011178353730632277	0.008419163114534623	2.0
5	4	8	-7.0	-5.0	2.1	2.4	0.8	0.004193685568637565	0.004198550739526124	0.004196976618739542	0.004219075005512317	0.0042121947552187	0.0	0.004217456940164306	0.004210576689870689	0.0	0.0011594456375892163	7.844553930268309E-4	0.006035934732950115	0.004403866309779614	2.0	0.005652352579180702	0.004019655911147677	2.0
5	4	9	-7.0	-5.0	2.1	2.4	0.9	0.004227940034811034	0.004236569081900164	0.004232650053350803	0.004245126909114084	0.004242004278530135	0.0	0.004241180796761769	0.004238058166177821	0.0	0.0020388771445927984	0.0011134019000305067	0.004056824858529468	0.0033209766673315036	2.0	0.003126832693512651	0.0023902984920562216	2.0
6	4	0	-8.2	-5.6	2.1	2.4	0.0	0.0020983655905940975	0.0021071567010133322	0.0021061698716277645	0.002182630445268533	0.0021805331050382924	0.0	0.002181533436774615	0.0021794360965443744	0.0	0.004180746080827251	0.003712315476365535	0.03936693889390904	0.03840591717119451	2.0	0.03886439640219697	0.03790288184420578	2.0
6	4	1	-8.2	-5.6	2.1	2.4	0.1	0.002111621592301845	0.002118718275416646	0.0021183049386010126	0.0021833526797409844	0.0021780236116046843	0.0	0.002182848616720242	0.002177519548583942	0.0	0.0033551361529864485	0.0031600294947634225	0.03340233626359855	0.030959212777023085	2.0	0.03317150705517015	0.03072780965584539	2.0
6	4	2	-8.2	-5.6	2.1	2.4	0.2	0.002122488646703719	0.0021286402635839934	0.0021303140661984013	0.0021826873699669004	0.002175506110888607	0.0	0.0021844865674138557	0.0021773053083355624	0.0	0.002894109781233712	0.0036801234493863146	0.02796574311019036	0.024670790531437444	2.0	0.028789541442875093	0.02549734345646931	2.0
6	4	3	-8.2	-5.6	2.1	2.4	0.30000000000000004	0.002133791139544024	0.0021405843806232613	0.002142199652286913	0.0021848207810058347	0.0021769346507310105	0.0	0.0021865239816819095	0.0021786378514070852	0.0	0.0031785888007198775	0.003932895626881656	0.023632427456141362	0.020016820037274514	2.0	0.02441157214611799	0.02079881753747808	2.0
