i	j	k	mean1	mean2	variance1	variance2	correlation	probabilitySum	probabilitySimApprox	probabilityBlackApprox	probabilitySimLevy	probabilitySimJu	probabilitySimHo	probabilityBlackLevy	probabilityBlackJu	probabilityBlackHo	normalizedErrorSimApprox	normalizedErrorBlackApprox	normalizedErrorSimLevy	normalizedErrorSimJu	normalizedErrorSimHo	normalizedErrorBlackLevy	normalizedErrorBlackJu	normalizedErrorBlackHo
0	3	0	-1.0	-2.0	1.6	1.7999999999999998	0.0	0.20277418741412817	0.1913659480361132	0.19138596609567401	0.21298613598459254	0.2060359739285188	0.0	0.21301350572504277	0.20606334366896903	0.0	0.057889254871153366	0.05778474164396198	0.04912420928954757	0.01595746301255336	2.0	0.04925262810742852	0.016090285283384756	2.0
0	3	1	-1.0	-2.0	1.6	1.7999999999999998	0.1	0.20635269866870984	0.19731287506371692	0.19723010867493773	0.2147026605197537	0.20952448165371623	0.0	0.21459718569922476	0.2094190068331873	0.0	0.04478867752534699	0.045208020895718154	0.03966206185874213	0.0152534600842842	2.0	0.03917087205235462	0.014749960730377109	2.0
0	3	2	-1.0	-2.0	1.6	1.7999999999999998	0.2	0.21016993383272733	0.2028906759261364	0.2028446205312655	0.21646234253836896	0.21274188829335058	0.0	0.21641114748003276	0.21269069323501438	0.0	0.03524547117112138	0.03547242209293174	0.029498043416519758	0.012163076679641751	2.0	0.029261558567476663	0.011922412449543219	2.0
0	3	3	-1.0	-2.0	1.6	1.7999999999999998	0.30000000000000004	0.21380531079525922	0.20825973468913112	0.20824876325772448	0.21849301879963015	0.21594208216521465	0.0	0.21847825241315144	0.21592731577873595	0.0	0.026278300775955638	0.02633097453212679	0.021687375053074234	0.009944313356902514	2.0	0.021619797816089182	0.00987593146182184	2.0
0	3	4	-1.0	-2.0	1.6	1.7999999999999998	0.4	0.21764181390064985	0.2135310353254594	0.2134591781095454	0.22089197432080585	0.21924968338589246	0.0	0.22082041940419833	0.21917812846928494	0.0	0.019067891601100083	0.019404435937858074	0.014822850632958264	0.007360497950767217	2.0	0.014498879320073632	0.007034086220056399	2.0
0	3	5	-1.0	-2.0	1.6	1.7999999999999998	0.5	0.22150045228672385	0.21846145707915735	0.21849036504936772	0.22342677665504743	0.22246062865523814	0.0	0.22345758489972414	0.22249143689991485	0.0	0.013814810522786502	0.013682500264803676	0.008659053629534891	0.004325497930931488	2.0	0.008796931168501198	0.004463976200134697	2.0
0	3	6	-1.0	-2.0	1.6	1.7999999999999998	0.6000000000000001	0.2253697020676574	0.22325844008157705	0.22335505435820033	0.22630604301607404	0.22581254248809837	0.0	0.22640653570356697	0.2259130351755913	0.0	0.009412080017833818	0.008979436416675453	0.004146075845817456	0.0019630223741494545	2.0	0.004590031742371566	0.0024079498863747834	2.0
0	3	7	-1.0	-2.0	1.6	1.7999999999999998	0.7000000000000001	0.2292317712506218	0.22801651090420264	0.2280644989117282	0.22963042794830849	0.2294351983684568	0.0	0.22967968897576418	0.2294844593959125	0.0	0.005315538160983967	0.005105103256054102	0.001737587878812628	8.870362651312927E-4	2.0	0.001952087772754335	0.0011017187900002909	2.0
0	3	8	-1.0	-2.0	1.6	1.7999999999999998	0.8	0.23317272687799526	0.23256159544478447	0.23262870692179827	0.23321592593828697	0.23317320258128169	0.0	0.23328392262950326	0.23324119927249798	0.0	0.002624377907828917	0.0023358449189781368	1.8524919090913913E-4	2.040130539921073E-6	2.0	4.7676778378186917E-4	2.9361213576040954E-4	2.0
0	3	9	-1.0	-2.0	1.6	1.7999999999999998	0.9	0.23711125353730983	0.23714530134239814	0.23705662935061944	0.23730826554366596	0.23729973449849867	0.0	0.2372195794492012	0.2372110484040339	0.0	1.4358390933340645E-4	2.304001964776642E-4	8.305392102659565E-4	7.945893579286788E-4	2.0	4.5675256322390913E-4	4.2078926635167474E-4	2.0
