Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
0.6749064591184829	0.17313013928167226	0.172017787119824	-0.39548712630092275	0.0	1.0	0.0	0.5	0.24174921055232007	0.15165165911661954	0.2900033135175898	0.04521208286412179	0.0	1.0	5.521624848760999	1.0	0.5
