Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
88.65	93.86	88.88	88.83	90.47	90.46	?	90.55	90.54	91.05	0.06	0.06	0.10	0.10	?	0.10	0.10	0.10	93.08	93.09	94.90	94.56	93.71	0.18	0.18	0.28	0.28	0.27	1.00	2.00	99.75	100.25	-0.50	99.75	-0.50	-0.22	-0.50	-0.22	0.50	
91.21	96.58	91.15	91.50	93.14	93.11	?	93.19	93.18	92.01	0.09	0.09	0.14	0.14	?	0.14	0.14	0.14	94.02	93.54	94.24	94.19	93.80	0.57	0.57	0.83	0.83	0.83	1.00	6.00	99.50	100.50	-0.50	99.50	-0.51	-0.24	-0.51	-0.24	1.00	
92.88	98.34	92.70	92.83	94.81	94.77	?	94.83	94.83	93.42	0.11	0.11	0.17	0.17	?	0.17	0.17	0.16	87.43	86.49	86.73	87.20	86.93	1.00	0.99	1.37	1.38	1.37	1.00	10.00	99.25	100.76	-0.50	99.25	-0.50	-0.26	-0.50	-0.25	1.50	
93.78	99.30	93.60	92.98	95.66	95.62	?	95.67	95.66	92.62	0.13	0.13	0.19	0.19	?	0.19	0.19	0.18	76.16	74.80	75.92	77.24	76.38	1.37	1.35	1.80	1.83	1.81	1.00	14.00	99.00	101.01	-0.49	99.00	-0.50	-0.27	-0.49	-0.26	2.00	
94.06	99.59	93.94	92.23	95.85	95.81	?	95.84	95.83	92.15	0.14	0.14	0.21	0.21	?	0.21	0.21	0.20	62.55	60.89	63.72	66.67	64.08	1.60	1.56	2.06	2.15	2.07	1.00	18.00	98.77	101.26	-0.48	98.77	-0.49	-0.27	-0.48	-0.25	2.50	
93.81	99.33	93.79	90.78	95.50	95.46	?	95.48	95.47	92.67	0.16	0.16	0.23	0.23	?	0.23	0.23	0.22	56.09	54.43	57.93	?	58.09	1.64	1.59	2.12	?	2.13	1.00	22.00	98.55	101.51	-0.47	98.55	-0.47	-0.25	-0.46	-0.24	3.00	
93.15	98.63	93.21	89.56	94.72	94.69	?	94.71	94.70	89.58	0.18	0.17	0.25	0.25	?	0.25	0.25	0.24	52.64	51.03	54.68	46.02	54.74	1.63	1.59	2.15	1.82	2.15	1.00	26.00	98.38	101.74	-0.44	98.38	-0.45	-0.25	-0.43	-0.23	3.50	
92.15	97.57	92.28	88.32	93.60	93.58	?	93.60	93.59	87.00	0.20	0.19	0.27	0.27	?	0.27	0.27	0.25	47.74	46.21	50.25	35.26	50.22	1.63	1.58	2.18	1.54	2.18	1.00	30.00	98.45	101.96	-0.41	98.42	-0.42	-0.23	-0.40	-0.20	4.00	
90.88	96.23	91.06	84.97	92.23	92.21	?	92.23	92.22	82.71	0.22	0.21	0.29	0.29	?	0.29	0.29	0.27	42.65	?	45.68	31.89	45.57	1.63	?	2.20	1.54	2.19	1.00	34.00	104.88	102.16	-0.37	104.10	-0.38	-0.19	-0.35	-0.15	4.50	
89.40	94.66	89.59	82.00	90.66	90.65	?	90.67	90.65	80.61	0.25	0.23	0.32	0.32	?	0.32	0.32	0.29	93.24	88.96	94.20	93.86	88.46	0.37	0.35	0.50	0.50	0.48	3.50	2.00	1516.09	102.34	-0.33	1029.16	-0.34	-0.15	-0.30	-0.10	5.00	
