Time	F	S	L	N	E(L/N)
0.0	0.0010000030000364007	0.03253595649239162	0.00353595949242802	1.0005000015000183	0.00353595949242802
0.5	0.0018599533026479702	0.03330170818413168	0.005161661486779658	1.001419572807395	0.004901459050268611
1.0	0.002888866944496268	0.033644162148539096	0.0065330290930353625	1.0029576305926198	0.005566230960146123
1.5	0.004622241710045331	0.03485434294370951	0.00947658465375484	1.0055376254812753	0.007119612295796806
2.0	0.008140072247108299	0.03570087221909106	0.013840944466199361	1.0102875787785006	0.009076975050709502
2.5	0.011357456176554067	0.03738858120258557	0.018746037379139636	1.017471793098517	0.010428740955294022
3.0	0.015602554531884335	0.04077250972909263	0.026375064260976973	1.0283031614551499	0.012267780251813687
3.5	0.020384458564823554	0.044983479500473295	0.035367938065296846	1.0457134696495856	0.013566359745756904
4.0	0.026412592837645313	0.05138834407924645	0.04780093691689176	1.078828566656916	0.015190321918936427
4.5	0.033905802683121385	0.06164790922405425	0.06555371190717564	1.1695590084066758	0.01677574788043198
5.0	0.04346507748386001	0.07822151307114708	0.0916865905550071	1.779773994190851	0.018141179111952132
5.5	0.057001656638559835	0.11459770470863699	0.14159936134719683	17.403056196270086	0.019685194756414545
6.0	0.07388766676131213	0.16846755274664535	0.2123552195079575	901.4413596907743	0.021263889578898184
6.5	0.09445752881032488	0.2500224027409991	0.314479931551324	89956.48499590426	0.02287898345247107
7.0	0.12560585127660412	0.4444496610951298	0.5400555123717339	2.0277596884925462E7	0.024136915347229036
7.5	0.16376728600594326	0.6609863278179523	0.7947536138238955	5.119251598592797E9	0.02565785025831417
8.0	0.23899192584023035	1.3425681566636332	1.5515600825038633	1.9546266648677344E12	0.026711390194163322
8.5	0.34667188573286106	2.535199566506243	2.851871452239104	1.3932108188277635E15	0.027379938423528923
9.0	0.5238030377407428	5.03798302929195	5.531786067032693	9.2773098818683622E17	0.027945995940138905
9.5	0.736826887392332	8.440409663171126	9.147236550563457	4.004973538493036E20	0.028501305399980685
10.0	0.9838660656930658	14.747054519176327	15.700920584869394	9.957167977884317E22	0.02886495491429364
10.5	1.197366788582839	18.58318574543037	19.75055253401321	1.5039046367014027E25	0.029442999903200172
11.0	1.5087962171966036	25.58258498580377	27.061381203000373	1.957080718229822E27	0.029966192052900298
11.5	2.0721921834543444	43.14874018843446	45.190932371888806	3.608886944725354E29	0.030065845281314077
12.0	2.997027878798096	83.92065513633601	86.88768301513412	1.3858282858369894E32	0.029963067083334655
12.5	3.8571954478719355	123.9584754116508	127.78567085952272	8.958221459334211E34	0.03026988563628843
13.0	4.436125302942551	167.3417159358322	171.74784123877478	4.653394034909146E37	0.03013872041298649
13.5	4.261686914590983	157.97975616088252	162.2114430754735	5.720975127575669E40	0.030306399975763773
14.0	4.289771306043002	178.14709555697243	182.40686686301544	3.162038919211126E43	0.030380123653456242
14.5	5.3405055128312835	284.8923953351981	290.20290084802934	1.9363526133420662E46	0.030178699398370715
15.0	5.887355169506045	307.8026716060262	313.66002677553223	2.2509580927717848E49	0.02973764161693983
15.5	6.386593342764374	360.82065650429263	367.177249847057	5.248670328140479E52	0.02902032200398553
16.0	5.164562591450646	289.4433456178851	294.5779082093357	2.5438816634280694E56	0.02838666708337767
16.5	3.903863982792829	213.58621709143023	217.46008107422307	1.5412874823444287E60	0.02849397292694543
17.0	4.2986896775011205	294.7350062532992	299.00369593080035	1.6155964900342947E64	0.02842625608187148
17.5	3.9906966078081667	243.53738910461854	247.4980857124267	1.1173437820854756E68	0.028050942026802837
18.0	2.2515589240533784	126.68511218811106	128.90667111216442	9.257778821836798E70	0.028325890589079517
18.5	0.9295815237731739	24.677276016542294	25.576857540315466	1.3191881185468384E73	0.02872293344237931
19.0	0.8780924272273803	25.579094746987593	26.42718717421497	2.0326170450527505E75	0.028354330596931057
19.5	0.14538329797117108	0.8260368985651857	0.9414201965363568	9.197884303677444E76	0.026511891930276577
