Component1	Component2	Correlation
0	0	0.9999999999999996
0	1	0.9999999999999998
0	2	0.9999999999999996
0	3	0.9999999999999996
0	4	0.9999999999999996
0	5	0.9999999999999996
0	6	0.9999999999999996
0	7	0.9999999999999996
0	8	0.9999999999999996
0	9	0.9999999999999996
0	10	0.9999999999999996
0	11	0.9999999999999996
0	12	0.9999999999999996
0	13	0.9999999999999996
0	14	0.9999999999999996
0	15	0.9999999999999996
0	16	0.9999999999999996
0	17	0.9999999999999996
0	18	0.9999999999999996
0	19	0.9999999999999996
0	20	0.9999999999999996
0	21	0.9999999999999996
0	22	0.9999999999999996
0	23	0.9999999999999996
0	24	0.9999999999999996
0	25	0.9999999999999996
0	26	0.9999999999999996
0	27	0.9999999999999996
0	28	0.9999999999999996
0	29	0.9999999999999996
0	30	0.9999999999999996
0	31	0.9999999999999996
0	32	0.9999999999999996
0	33	0.9999999999999996
0	34	0.9999999999999996
0	35	0.9999999999999996
0	36	0.9999999999999996
0	37	0.9999999999999996
0	38	0.9999999999999996
0	39	0.9999999999999996
0	40	0.046898205167972336
0	41	0.050432256309869035
0	42	0.05702517121987895
0	43	0.06520450742585722
0	44	0.07229781855496749
0	45	0.07676772467737844
0	46	0.08005487814153094
0	47	0.08414444906614338
0	48	0.0892274386230203
0	49	0.093653051765425
0	50	0.09588612897718551
0	51	0.09660133658925074
0	52	0.0976277103709671
0	53	0.09960446795139805
0	54	0.10134968521929176
0	55	0.10128555080516269
0	56	0.09959108062463515
0	57	0.09794016606785637
0	58	0.09729013649101018
0	59	0.09683881343727595
0	60	0.09498923383286717
0	61	0.09147859408519254
0	62	0.08777725834282449
0	63	0.08509491917239868
0	64	0.08301071154507506
0	65	0.08000170944826712
0	66	0.07543896161385223
0	67	0.07056406595861715
0	68	0.06677177147170944
0	69	0.06396691188938418
0	70	0.06066477833241111
0	71	0.05578776507041978
0	72	0.05032664450530767
0	73	0.045928469970598546
0	74	0.04289908715482845
0	75	0.03983102780445192
0	76	0.03489469912697618
0	77	0.02877610354192756
0	78	0.02378763730924732
0	79	0.021007076321812663
1	0	0.9999999999999998
1	1	1.0
1	2	0.9999999999999998
1	3	0.9999999999999998
1	4	0.9999999999999998
1	5	0.9999999999999998
1	6	0.9999999999999998
1	7	0.9999999999999998
1	8	0.9999999999999998
1	9	0.9999999999999998
1	10	0.9999999999999998
1	11	0.9999999999999998
1	12	0.9999999999999998
1	13	0.9999999999999998
1	14	0.9999999999999998
1	15	0.9999999999999998
1	16	0.9999999999999998
1	17	0.9999999999999998
1	18	0.9999999999999998
1	19	0.9999999999999998
1	20	0.9999999999999998
1	21	0.9999999999999998
1	22	0.9999999999999998
1	23	0.9999999999999998
1	24	0.9999999999999998
1	25	0.9999999999999998
1	26	0.9999999999999998
1	27	0.9999999999999998
1	28	0.9999999999999998
1	29	0.9999999999999998
1	30	0.9999999999999998
1	31	0.9999999999999998
1	32	0.9999999999999998
1	33	0.9999999999999998
1	34	0.9999999999999998
1	35	0.9999999999999998
1	36	0.9999999999999998
1	37	0.9999999999999998
1	38	0.9999999999999998
1	39	0.9999999999999998
1	40	0.04689820516797235
1	41	0.05043225630986905
1	42	0.05702517121987896
1	43	0.06520450742585723
1	44	0.0722978185549675
1	45	0.07676772467737845
1	46	0.08005487814153095
1	47	0.08414444906614339
1	48	0.08922743862302031
1	49	0.09365305176542502
1	50	0.09588612897718554
1	51	0.09660133658925077
1	52	0.09762771037096712
1	53	0.09960446795139807
1	54	0.10134968521929179
1	55	0.10128555080516272
1	56	0.09959108062463518
1	57	0.0979401660678564
1	58	0.0972901364910102
1	59	0.09683881343727598
1	60	0.0949892338328672
1	61	0.09147859408519256
1	62	0.0877772583428245
1	63	0.0850949191723987
1	64	0.08301071154507507
1	65	0.08000170944826714
1	66	0.07543896161385225
1	67	0.07056406595861717
1	68	0.06677177147170946
1	69	0.06396691188938419
1	70	0.06066477833241112
1	71	0.05578776507041979
1	72	0.05032664450530768
1	73	0.04592846997059855
1	74	0.04289908715482846
1	75	0.03983102780445193
1	76	0.03489469912697619
1	77	0.028776103541927566
1	78	0.023787637309247326
1	79	0.021007076321812666
2	0	0.9999999999999996
2	1	0.9999999999999998
2	2	0.9999999999999996
2	3	0.9999999999999996
2	4	0.9999999999999996
2	5	0.9999999999999996
2	6	0.9999999999999996
2	7	0.9999999999999996
2	8	0.9999999999999996
2	9	0.9999999999999996
2	10	0.9999999999999996
2	11	0.9999999999999996
2	12	0.9999999999999996
2	13	0.9999999999999996
2	14	0.9999999999999996
2	15	0.9999999999999996
2	16	0.9999999999999996
2	17	0.9999999999999996
2	18	0.9999999999999996
2	19	0.9999999999999996
2	20	0.9999999999999996
2	21	0.9999999999999996
2	22	0.9999999999999996
2	23	0.9999999999999996
2	24	0.9999999999999996
2	25	0.9999999999999996
2	26	0.9999999999999996
2	27	0.9999999999999996
2	28	0.9999999999999996
2	29	0.9999999999999996
2	30	0.9999999999999996
2	31	0.9999999999999996
2	32	0.9999999999999996
2	33	0.9999999999999996
2	34	0.9999999999999996
2	35	0.9999999999999996
2	36	0.9999999999999996
2	37	0.9999999999999996
2	38	0.9999999999999996
2	39	0.9999999999999996
2	40	0.046898205167972336
2	41	0.050432256309869035
2	42	0.05702517121987895
2	43	0.06520450742585722
2	44	0.07229781855496749
2	45	0.07676772467737844
2	46	0.08005487814153094
2	47	0.08414444906614338
2	48	0.0892274386230203
2	49	0.093653051765425
2	50	0.09588612897718551
2	51	0.09660133658925074
2	52	0.0976277103709671
2	53	0.09960446795139805
2	54	0.10134968521929176
2	55	0.10128555080516269
2	56	0.09959108062463515
2	57	0.09794016606785637
2	58	0.09729013649101018
2	59	0.09683881343727595
2	60	0.09498923383286717
2	61	0.09147859408519254
2	62	0.08777725834282449
2	63	0.08509491917239868
2	64	0.08301071154507506
2	65	0.08000170944826712
2	66	0.07543896161385223
2	67	0.07056406595861715
2	68	0.06677177147170944
2	69	0.06396691188938418
2	70	0.06066477833241111
2	71	0.05578776507041978
2	72	0.05032664450530767
2	73	0.045928469970598546
2	74	0.04289908715482845
2	75	0.03983102780445192
2	76	0.03489469912697618
2	77	0.02877610354192756
2	78	0.02378763730924732
2	79	0.021007076321812663
3	0	0.9999999999999996
3	1	0.9999999999999998
3	2	0.9999999999999996
3	3	0.9999999999999996
3	4	0.9999999999999996
3	5	0.9999999999999996
3	6	0.9999999999999996
3	7	0.9999999999999996
3	8	0.9999999999999996
3	9	0.9999999999999996
3	10	0.9999999999999996
3	11	0.9999999999999996
3	12	0.9999999999999996
3	13	0.9999999999999996
3	14	0.9999999999999996
3	15	0.9999999999999996
3	16	0.9999999999999996
3	17	0.9999999999999996
3	18	0.9999999999999996
3	19	0.9999999999999996
3	20	0.9999999999999996
3	21	0.9999999999999996
3	22	0.9999999999999996
3	23	0.9999999999999996
3	24	0.9999999999999996
3	25	0.9999999999999996
3	26	0.9999999999999996
3	27	0.9999999999999996
3	28	0.9999999999999996
3	29	0.9999999999999996
3	30	0.9999999999999996
3	31	0.9999999999999996
3	32	0.9999999999999996
3	33	0.9999999999999996
3	34	0.9999999999999996
3	35	0.9999999999999996
3	36	0.9999999999999996
3	37	0.9999999999999996
3	38	0.9999999999999996
3	39	0.9999999999999996
3	40	0.046898205167972336
3	41	0.050432256309869035
3	42	0.05702517121987895
3	43	0.06520450742585722
3	44	0.07229781855496749
3	45	0.07676772467737844
3	46	0.08005487814153094
3	47	0.08414444906614338
3	48	0.0892274386230203
3	49	0.093653051765425
3	50	0.09588612897718551
3	51	0.09660133658925074
3	52	0.0976277103709671
3	53	0.09960446795139805
3	54	0.10134968521929176
3	55	0.10128555080516269
3	56	0.09959108062463515
3	57	0.09794016606785637
3	58	0.09729013649101018
3	59	0.09683881343727595
3	60	0.09498923383286717
3	61	0.09147859408519254
3	62	0.08777725834282449
3	63	0.08509491917239868
3	64	0.08301071154507506
3	65	0.08000170944826712
3	66	0.07543896161385223
3	67	0.07056406595861715
3	68	0.06677177147170944
3	69	0.06396691188938418
3	70	0.06066477833241111
3	71	0.05578776507041978
3	72	0.05032664450530767
3	73	0.045928469970598546
3	74	0.04289908715482845
3	75	0.03983102780445192
3	76	0.03489469912697618
3	77	0.02877610354192756
3	78	0.02378763730924732
3	79	0.021007076321812663
4	0	0.9999999999999996
4	1	0.9999999999999998
4	2	0.9999999999999996
4	3	0.9999999999999996
4	4	0.9999999999999996
4	5	0.9999999999999996
4	6	0.9999999999999996
4	7	0.9999999999999996
4	8	0.9999999999999996
4	9	0.9999999999999996
4	10	0.9999999999999996
4	11	0.9999999999999996
4	12	0.9999999999999996
4	13	0.9999999999999996
4	14	0.9999999999999996
4	15	0.9999999999999996
4	16	0.9999999999999996
4	17	0.9999999999999996
4	18	0.9999999999999996
4	19	0.9999999999999996
4	20	0.9999999999999996
4	21	0.9999999999999996
4	22	0.9999999999999996
4	23	0.9999999999999996
4	24	0.9999999999999996
4	25	0.9999999999999996
4	26	0.9999999999999996
4	27	0.9999999999999996
4	28	0.9999999999999996
4	29	0.9999999999999996
4	30	0.9999999999999996
4	31	0.9999999999999996
4	32	0.9999999999999996
4	33	0.9999999999999996
4	34	0.9999999999999996
4	35	0.9999999999999996
