Time	F	S	L	N	E(L/N)
0.0	-0.004999999999999998	0.0030075187969924814	-0.0019999999999999983	0.9975	-0.0019999999999999983
0.5	-0.0050302041503150095	0.002833914494116095	-0.0022013325217874573	0.9949869283428167	-0.0022099904126077915
1.0	-0.005037372966646996	0.00265702807952861	-0.0023827879968231986	0.9924887409907255	-0.0024129044973419255
1.5	-0.004962603859709709	0.0025140114642760005	-0.002448624794752234	0.9900397143985429	-0.002516335063185185
2.0	-0.0048248429410131305	0.002396363256218624	-0.002425949893780087	0.9876813480428748	-0.0025523634139014463
2.5	-0.004653770432685672	0.0022664405962427893	-0.002383280996707911	0.9854590086990668	-0.002586839732987835
3.0	-0.0042728396721844345	0.0021773192582341143	-0.002088159834860364	0.9834721329480671	-0.002449033144314663
3.5	-0.003918660331460861	0.002080668440537762	-0.001828836267714493	0.9818403582024133	-0.002338921197161005
4.0	-0.003441549552093443	0.0020140419921116075	-0.0014170811510578643	0.9805823190928955	-0.0020900470792395197
4.5	-0.0027050555287865415	0.0020260470487996262	-6.641553630714225E-4	0.9800321150931116	-0.0016145623372008481
5.0	-0.001961310933576632	0.002027107649017104	8.359288336266459E-5	0.9809037138139102	-0.0011849019744936819
5.5	-0.0011946411071952154	0.0019664692112617193	7.943533038446621E-4	0.9884526251614545	-9.548994439226923E-4
6.0	-4.107608074026865E-4	0.001870643534256215	0.0015056118041436599	1.0448612255000806	-7.835205569399371E-4
6.5	1.6294540496727592E-4	0.0017553804553032213	0.0019435633139303036	1.6223281908037122	-5.800887862348801E-4
7.0	0.0014677582461339325	0.0016334856103416078	0.0031340923418420267	18.112957650706655	-3.720118289844278E-4
7.5	0.0029909165120870908	0.0015135535057988674	0.004544817077565811	563.6066810852227	-1.5185127835452822E-4
8.0	0.006639054393219912	0.0013803744881363451	0.008071647001585325	35169.30440796651	-8.012884922737635E-6
8.5	0.01336361303904619	0.0012653435089481032	0.014720535821900742	6212192.619248989	1.3729166771933284E-4
9.0	0.019525320357463242	0.001158733978216204	0.02079316641924226	1.163857443254503E9	3.1190614633688215E-4
9.5	0.027242446561895332	0.0010833931940433638	0.028538456013092503	1.5079609522455148E11	5.798977229866457E-4
10.0	0.04184690953858912	0.0010326450707129201	0.043158603943981945	1.2282133103749102E13	8.289065590207509E-4
10.5	0.025832639252619246	0.0010093567449054501	0.027052187534699092	2.829813374192935E14	0.001260704655989945
11.0	0.003154176172189726	0.0010011508340351104	0.0041776233495122	5.170631641612173E14	0.0017244179223433608
11.5	0.00428208806889296	9.996296725133134E-4	0.005340589024518631	8.102310675817839E14	0.0021353895763306804
12.0	0.005925094668571612	0.0010040303528956525	0.007099864148830817	1.2598211087846415E15	0.002557594521132793
12.5	0.0076596744220062156	0.0010141616592787236	0.008968992871877345	2.0888604535458248E15	0.0029857118896460247
13.0	0.008926934594554733	0.0010297337684132544	0.010270102726351505	3.00050139233606E15	0.003427386868757915
13.5	0.009229155280577167	0.0010396157693023842	0.010444344694219792	1.237231729884311E16	0.0038347014480098023
14.0	0.006748784629328307	0.0010451491003732113	0.007863575114228777	7.3365185540632371E17	0.004275969054195827
14.5	0.006355158088401872	0.001035066224500023	0.0074275972926219	5.4663473951697674E19	0.0046798008224978255
15.0	0.005664405253284226	0.0010087662150900173	0.00669186365820809	1.5750037362927282E21	0.004991408040935487
15.5	0.005509563289028909	9.75829474634735E-4	0.006497871454511451	1.4863105749253213E22	0.005230207381356402
16.0	0.005664993246339164	9.667574520091462E-4	0.006643497589551671	7.75996745547246E22	0.005539268062732975
16.5	0.005964337547946596	9.654927013722255E-4	0.006942791340904299	3.43480372729596E23	0.005822082383058593
17.0	0.006639153998309555	9.627290827025125E-4	0.0076148912002165945	3.137468050107418E24	0.0060309075791644354
17.5	0.008361127094155988	9.731308104484329E-4	0.009353864430021673	1.1936143023423029E26	0.00628584963826963
18.0	0.010377241311127364	9.85722800372663E-4	0.011409137944212827	1.7351652146815477E28	0.00653785770380201
18.5	0.008457496842713144	9.93581563949637E-4	0.009477097822096043	1.1452838607720728E30	0.006650251719913557
19.0	0.007158768868809906	9.99717952548423E-4	0.008171377668752523	1.5080836126075227E31	0.006741740721173339
19.5	0.00678434085014597	0.0010061339406184876	0.007804317864979416	1.5434290238640394E31	0.006864651998840879
