0.25,0.9
0.5,0.91
1,0.98
1.5,1.0
1.75,1.2
2,1.1
2.5,1.0
3,0.98
3.25,0.966813219853339
3.5,0.951739589083742
3.75,0.935755965769146
4,0.919164058074128
4.25,0.902217132343226
4.5,0.885126432036806
4.75,0.868066820010405
5,0.851181733238243
5.25,0.834587529211199
5.5,0.818377294435811
5.75,0.802624177610596
6,0.787384303057951
6.25,0.772699313753273
6.5,0.75859858773662
6.75,0.745101166743448
7,0.732217431484771
7.25,0.719950554085233
7.5,0.708297754698046
7.75,0.697251386211985
8,0.686799868205997
8.25,0.676928488854278
8.5,0.667620091305624
8.75,0.658855659125746
9,0.650614813673517
9.25,0.642876234757984
9.5,0.635618014571365
9.75,0.628817953695115
10,0.622453806914691
10.25,0.616503485638698
10.5,0.610945222886349
10.75,0.605757706071457
11,0.600920182160922
11.25,0.596412539211297
11.5,0.592215367779994
11.75,0.588310005260472
12,0.584678565796594
12.25,0.581303958084202
12.5,0.578169893062524
12.75,0.575260883229523
13,0.572562235079489
13.25,0.570060035954282
13.5,0.567741136418344
13.75,0.5655931291089
14,0.563604324874034
14.25,0.561763726890228
14.5,0.56006100334538
14.75,0.558486459181414
15,0.557031007310819
15.25,0.555686139652169
15.5,0.554443898269845
15.75,0.553296846851389
16,0.552238042711443
16.25,0.551261009472914
16.5,0.550359710543282
16.75,0.549528523476004
17,0.54876221528322
17.25,0.548055918745851
17.5,0.547405109750265
17.75,0.546805585666536
18,0.546253444771514
18.25,0.545745066710275
18.5,0.545277093981547
18.75,0.544846414426378
19,0.544450144694209
19.25,0.544085614656607
19.5,0.543750352735921
19.75,0.543442072113984
20,0.543158657784491
