Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
224.88	238.11	47.63	47.69	17.48	16.84	?	17.07	17.07	17.11	0.01	0.01	0.01	0.01	?	0.01	0.01	0.01	44.29	44.37	21.49	21.17	21.17	0.06	0.06	0.06	0.05	0.05	1.00	2.00	100.05	99.95	0.17	100.05	0.17	0.48	0.17	0.48	0.50	
204.12	216.13	46.15	46.32	21.55	20.38	?	20.67	20.67	20.42	0.02	0.02	0.02	0.02	?	0.02	0.02	0.02	33.80	33.71	23.60	23.39	23.27	0.29	0.28	0.29	0.28	0.28	1.00	6.00	100.14	99.86	0.26	100.14	0.26	0.57	0.26	0.57	1.00	
190.21	201.39	44.54	44.66	24.10	22.61	?	22.84	22.84	22.50	0.04	0.04	0.04	0.04	?	0.04	0.04	0.04	22.37	22.21	17.64	17.50	17.36	0.48	0.47	0.48	0.47	0.47	1.00	10.00	100.26	99.74	0.37	100.26	0.37	0.73	0.37	0.73	1.50	
180.88	191.52	42.83	42.84	30.08	28.72	?	28.67	28.67	28.21	0.07	0.07	0.08	0.08	?	0.08	0.08	0.07	12.99	12.88	10.87	10.76	10.68	0.50	0.49	0.50	0.49	0.49	1.00	14.00	100.45	99.55	0.63	100.45	0.63	0.94	0.63	0.94	2.00	
174.62	184.90	41.07	40.84	31.35	30.11	12.45	29.94	29.94	29.40	0.10	0.10	0.11	0.11	0.04	0.10	0.10	0.10	8.66	8.59	7.48	7.40	7.35	0.49	0.49	0.50	0.49	0.49	1.00	18.00	100.77	99.24	0.82	100.77	0.82	1.13	0.82	1.13	2.50	
170.43	180.46	39.29	39.19	31.86	30.81	18.54	30.56	30.56	30.16	0.13	0.13	0.14	0.13	0.08	0.13	0.13	0.13	6.41	6.36	5.68	5.61	5.57	0.49	0.49	0.49	0.49	0.48	1.00	22.00	101.19	98.83	1.01	101.19	1.01	1.31	1.01	1.30	3.00	
167.62	177.48	37.52	37.47	31.54	30.64	20.86	30.35	30.35	29.84	0.16	0.16	0.17	0.17	0.11	0.16	0.16	0.16	5.10	5.07	4.61	4.56	4.52	0.49	0.49	0.49	0.49	0.48	1.00	26.00	101.71	98.33	1.21	101.71	1.21	1.50	1.21	1.50	3.50	
165.74	175.49	35.80	35.74	30.85	30.08	21.91	29.78	29.78	29.29	0.19	0.19	0.20	0.19	0.14	0.19	0.19	0.19	4.31	4.28	3.94	3.90	3.87	0.49	0.48	0.49	0.49	0.48	1.00	30.00	102.33	97.74	1.41	102.33	1.41	1.70	1.41	1.70	4.00	
164.48	174.15	34.14	33.86	29.98	29.33	22.37	29.04	29.04	28.59	0.22	0.22	0.23	0.22	0.17	0.22	0.22	0.22	3.78	3.75	3.49	3.45	3.43	0.49	0.48	0.49	0.48	0.48	1.00	34.00	103.07	97.05	1.60	103.07	1.60	1.88	1.60	1.88	4.50	
193.94	205.35	32.57	32.19	29.07	28.51	22.57	28.24	28.24	27.85	0.24	0.24	0.25	0.25	0.20	0.24	0.24	0.24	35.73	35.43	29.38	28.67	28.69	0.33	0.33	0.34	0.33	0.33	3.50	2.00	103.92	96.28	1.78	103.92	1.78	2.06	1.78	2.06	5.00	
