Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
30.24	31.29	24.27	24.27	23.43	23.36	21.74	23.34	23.34	23.51	0.02	0.02	0.05	0.05	0.04	0.05	0.05	0.05	28.31	28.40	26.32	26.29	26.09	0.10	0.10	0.21	0.21	0.21	1.00	2.00	100.20	99.80	0.60	100.20	0.60	1.46	0.60	1.46	0.50	
31.12	32.19	26.25	26.45	24.96	24.79	22.93	24.71	24.71	24.71	0.04	0.04	0.09	0.09	0.08	0.09	0.09	0.09	34.22	34.25	30.14	30.12	30.08	0.45	0.45	0.90	0.89	0.89	1.00	6.00	100.50	99.50	0.79	100.50	0.79	1.88	0.79	1.88	1.00	
31.69	32.78	28.12	28.26	26.42	26.15	24.03	25.97	25.97	26.18	0.06	0.06	0.14	0.14	0.12	0.14	0.14	0.14	38.09	37.93	31.99	31.96	32.21	1.02	1.02	1.81	1.81	1.82	1.00	10.00	100.90	99.11	0.96	100.90	0.96	2.24	0.96	2.24	1.50	
32.00	33.10	29.86	29.85	27.72	27.36	24.97	27.03	27.03	27.58	0.09	0.09	0.19	0.19	0.16	0.19	0.19	0.19	39.87	39.40	32.58	32.55	32.90	1.74	1.72	2.84	2.84	2.87	1.00	14.00	101.38	98.64	1.10	101.38	1.10	2.50	1.10	2.50	2.00	
32.09	33.20	31.48	31.48	29.14	28.65	26.01	28.15	28.15	28.74	0.11	0.12	0.24	0.23	0.20	0.23	0.23	0.24	40.09	39.43	32.24	32.22	32.62	2.50	2.46	3.80	3.80	3.84	1.00	18.00	101.94	98.10	1.20	101.94	1.20	2.70	1.20	2.70	2.50	
32.01	33.11	32.98	33.00	30.51	29.89	27.01	29.19	29.19	30.05	0.14	0.14	0.29	0.28	0.24	0.28	0.28	0.29	39.30	38.61	31.47	31.45	31.84	3.20	3.15	4.63	4.63	4.69	1.00	22.00	102.56	97.51	1.30	102.56	1.30	2.91	1.30	2.90	3.00	
31.78	32.88	34.36	34.31	31.62	30.90	27.74	29.95	29.94	30.91	0.17	0.17	0.34	0.34	0.28	0.33	0.33	0.34	38.04	37.35	30.52	30.50	30.80	3.83	3.76	5.34	5.34	5.39	1.00	26.00	103.23	96.88	1.44	103.23	1.44	3.10	1.44	3.10	3.50	
31.44	32.52	35.63	35.54	32.64	31.84	28.63	30.60	30.60	31.74	0.21	0.21	0.40	0.39	0.32	0.38	0.38	0.39	36.38	35.62	29.43	29.41	29.61	4.36	4.27	5.90	5.90	5.94	1.00	30.00	103.99	96.19	1.59	103.99	1.59	3.30	1.59	3.30	4.00	
31.01	32.08	36.80	36.43	33.63	32.75	29.50	31.22	31.22	32.62	0.25	0.25	0.46	0.44	0.36	0.43	0.43	0.45	34.56	33.76	28.35	28.31	28.48	4.78	4.67	6.33	6.33	6.36	1.00	34.00	104.84	95.43	1.75	104.84	1.75	3.50	1.75	3.50	4.50	
30.50	31.55	37.87	37.40	34.61	33.65	30.35	31.82	31.82	33.41	0.29	0.29	0.52	0.50	0.41	0.48	0.48	0.50	35.91	35.56	31.18	30.93	31.78	0.38	0.38	0.70	0.70	0.72	3.50	2.00	105.80	94.60	1.91	105.80	1.90	3.70	1.91	3.70	5.00	
29.95	30.98	38.85	38.47	35.61	34.52	31.16	32.42	32.42	34.29	0.34	0.33	0.58	0.56	0.45	0.54	0.54	0.56	39.88	39.23	33.45	33.33	34.23	1.50	1.47	2.49	2.48	2.55	3.50	6.00	106.87	93.70	2.06	106.88	2.05	3.90	2.06	3.90	5.50	
29.35	30.36	39.73	39.27	36.63	35.38	31.92	33.01	33.01	35.03	0.38	0.37	0.64	0.62	0.50	0.59	0.59	0.62	41.20	40.36	33.86	33.73	34.73	2.88	2.82	4.46	4.44	4.57	3.50	10.00	108.08	92.75	2.19	108.08	2.18	4.09	2.20	4.10	6.00	
28.73	29.72	40.53	40.05	37.57	36.17	32.63	33.54	33.54	35.70	0.42	0.41	0.70	0.68	0.54	0.64	0.64	0.68	41.39	40.53	33.60	33.45	34.64	4.32	4.24	6.30	6.28	6.49	3.50	14.00	109.42	91.74	2.32	109.42	2.30	4.25	2.32	4.26	6.50	
28.09	29.06	41.26	40.80	38.37	36.86	33.29	33.98	33.98	36.16	0.45	0.45	0.75	0.72	0.57	0.68	0.68	0.72	40.49	39.75	32.78	32.62	33.87	5.65	5.55	7.91	7.88	8.17	3.50	18.00	110.93	90.68	2.44	110.93	2.42	4.35	2.44	4.37	7.00	
27.44	28.39	41.91	41.53	39.08	37.49	33.91	34.38	34.37	36.67	0.49	0.49	0.79	0.76	0.59	0.71	0.71	0.75	39.16	38.43	31.79	31.62	32.75	6.85	6.73	9.28	9.23	9.55	3.50	22.00	112.64	89.59	2.55	112.63	2.54	4.41	2.56	4.43	7.50	
26.80	27.72	42.49	42.10	39.73	38.08	34.49	34.76	34.76	37.32	0.52	0.52	0.82	0.79	0.61	0.73	0.73	0.78	37.51	36.76	30.72	30.50	31.50	7.89	7.73	10.39	10.32	10.65	3.50	26.00	114.66	88.46	2.65	114.60	2.64	4.44	2.66	4.46	8.00	
26.16	27.06	43.01	42.69	40.35	38.66	35.03	35.14	35.13	37.86	0.55	0.55	0.85	0.81	0.63	0.76	0.76	0.81	35.64	34.83	29.59	29.29	30.23	8.70	8.51	11.24	11.13	11.48	3.50	30.00	117.23	87.30	2.74	117.06	2.72	4.46	2.74	4.48	8.50	
25.53	26.41	43.47	43.38	40.98	39.21	35.51	35.49	35.49	38.68	0.58	0.58	0.87	0.84	0.64	0.77	0.77	0.84	41.00	40.05	34.25	33.84	35.65	0.79	0.78	1.24	1.23	1.29	6.00	2.00	121.29	86.12	2.80	120.70	2.78	4.49	2.80	4.50	9.00	
24.91	25.77	43.88	43.95	41.58	39.73	35.93	35.82	35.82	39.66	0.60	0.60	0.90	0.86	0.66	0.79	0.79	0.87	43.04	41.94	35.38	35.13	36.92	2.66	2.60	3.89	3.87	4.05	6.00	6.00	131.83	84.93	2.86	131.29	2.83	4.54	2.85	4.53	9.50	
24.31	25.15	44.23	44.45	42.12	40.21	36.31	36.11	36.11	40.49	0.62	0.62	0.92	0.88	0.67	0.81	0.81	0.90	43.17	42.23	35.23	34.95	36.97	4.60	4.51	6.39	6.35	6.69	6.00	10.00	197.31	83.74	2.91	231.75	2.88	4.59	2.90	4.55	10.00	
23.73	24.55	44.53	45.03	42.60	40.66	36.66	36.38	36.38	41.12	0.64	0.64	0.94	0.90	0.67	0.83	0.83	0.92	41.97	41.22	34.20	33.90	35.91	6.37	6.27	8.56	8.48	8.96	6.00	14.00	1148.81	82.54	2.97	2456.74	2.92	4.62	2.95	4.57	10.50	
