Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
76.72	79.37	134.35	?	0.93	0.75	0.00	37.86	37.86	?	0.65	?	0.01	0.01	0.00	0.32	0.32	?	25.79	?	27.89	?	?	0.39	?	0.77	?	?	1.00	2.00	100.20	99.80	?	100.20	0.59	?	0.60	1.46	0.50	
69.64	72.04	123.31	?	14.75	9.50	4.56	45.19	45.19	?	0.87	?	0.20	0.13	0.06	0.60	0.60	?	23.09	?	27.49	?	?	1.11	?	2.51	?	?	1.00	6.00	100.55	99.50	?	100.55	0.70	?	0.79	1.88	1.00	
64.89	67.13	114.35	?	32.99	28.51	21.47	53.16	53.16	?	1.01	?	0.58	0.50	0.38	0.92	0.92	?	21.82	?	27.60	?	?	1.84	?	4.43	?	?	1.00	10.00	101.14	99.11	?	101.13	0.81	?	0.96	2.24	1.50	
61.71	63.84	107.00	?	47.80	44.86	37.59	59.68	59.68	?	1.11	?	1.01	0.95	0.80	1.24	1.24	?	21.42	?	27.58	?	?	2.63	?	6.41	?	?	1.00	14.00	102.16	98.64	?	102.17	0.93	?	1.10	2.50	2.00	
59.58	61.63	100.90	?	58.51	55.86	48.58	64.77	64.77	?	1.18	?	1.41	1.35	1.18	1.55	1.55	?	21.35	?	27.22	?	?	3.46	?	8.18	?	?	1.00	18.00	104.44	98.10	?	104.75	1.00	?	1.20	2.70	2.50	
58.15	60.15	95.78	?	66.98	63.84	55.93	68.69	68.69	?	1.24	?	1.80	1.72	1.53	1.84	1.84	?	21.37	?	26.81	?	?	4.29	?	9.78	?	?	1.00	22.00	141.66	97.51	?	166.89	1.11	?	1.30	2.90	3.00	
57.19	59.16	91.44	?	73.93	69.83	60.95	71.23	71.23	?	1.30	?	2.14	2.04	1.81	2.07	2.07	?	21.44	?	26.38	?	?	5.10	?	11.20	?	?	1.00	26.00	8835.44	96.88	?	5246.00	1.22	?	1.44	3.10	3.50	
56.55	58.50	87.72	?	79.42	74.38	64.15	72.83	72.83	?	1.36	?	2.44	2.31	2.04	2.27	2.27	?	21.54	?	25.94	?	?	5.90	?	12.40	?	?	1.00	30.00	99999.00	96.19	?	99999.00	1.38	?	1.59	3.30	4.00	
56.12	58.05	84.51	?	83.77	77.96	66.06	73.79	73.79	?	1.42	?	2.70	2.55	2.23	2.44	2.44	?	21.62	?	25.52	?	?	6.67	?	13.40	?	?	1.00	34.00	99999.00	95.43	?	99999.00	1.57	?	1.75	3.50	4.50	
66.17	68.45	81.71	?	87.25	80.95	67.06	74.35	74.35	?	1.47	?	2.93	2.77	2.39	2.60	2.60	?	29.11	?	32.87	?	?	0.93	?	2.04	?	?	3.50	2.00	99999.00	94.60	?	99999.00	1.76	?	1.91	3.70	5.00	
