Time	Component	Volatility OIS	Volatility Spread
0	0	0.0	0.0
0	1	0.4762886434467475	0.05707376547004283
0	2	0.4462230543091744	0.05429024508215755
0	3	0.41122733102257686	0.05164247858550345
0	4	0.372512073657023	0.049123845184678896
0	5	0.3311021215114768	0.046728046984284274
0	6	0.28786094496924747	0.044449093240903056
0	7	0.2435120772036779	0.0422812853831228
0	8	0.19865792823444312	0.04021920276213834
0	9	0.15379628545525822	0.03825768909730639
0	10	0.1093347705771732	0.036391839582758
0	11	0.06560349250558294	0.03461698862282919
0	12	0.022866108589285058	0.032928698165641576
0	13	0.0	0.03132274660566095
0	14	0.0	0.02979511822748456
0	15	0.0	0.02834199316446087
0	16	0.0	0.026959737847033285
0	17	0.0	0.02564489591692359
0	18	0.0	0.02439417958443594
0	19	0.0	0.023204461407270064
0	20	0.0	0.022072766470286533
0	21	0.0	0.020996264946669316
0	22	0.0	0.019972265021884764
0	23	0.0	0.018998206162743184
0	24	0.0	0.018071652714732118
0	25	0.0	0.0171902878116114
0	26	0.0	0.01635190758204075
0	27	0.0	0.015554415638753484
0	28	0.0	0.01479581783649638
0	29	0.0	0.014074217285627851
0	30	0.0	0.013387809608905786
0	31	0.0	0.01273487842960458
0	32	0.0	0.01211379107967932
0	33	0.0	0.011522994517245241
0	34	0.0	0.010961011443164073
0	35	0.0	0.010426436607026704
0	36	0.0	0.009917933293295189
0	37	0.0	0.009434229978817653
0	38	0.0	0.0089741171533581
0	39	0.0	0.00853644429519081
1	0	0.0	0.0
1	1	0.0	0.0
1	2	0.4762886434467474	0.05707376547004282
1	3	0.4462230543091744	0.05429024508215755
1	4	0.41122733102257686	0.05164247858550345
1	5	0.372512073657023	0.049123845184678896
1	6	0.3311021215114768	0.046728046984284274
1	7	0.28786094496924747	0.044449093240903056
1	8	0.2435120772036779	0.0422812853831228
1	9	0.19865792823444312	0.04021920276213834
1	10	0.15379628545525822	0.03825768909730639
1	11	0.1093347705771732	0.036391839582758
1	12	0.06560349250558294	0.03461698862282919
1	13	0.022866108589285058	0.032928698165641576
1	14	0.0	0.03132274660566095
1	15	0.0	0.02979511822748456
1	16	0.0	0.02834199316446087
1	17	0.0	0.026959737847033285
1	18	0.0	0.02564489591692359
1	19	0.0	0.02439417958443594
1	20	0.0	0.023204461407270064
1	21	0.0	0.022072766470286533
1	22	0.0	0.020996264946669316
1	23	0.0	0.019972265021884764
1	24	0.0	0.018998206162743184
1	25	0.0	0.018071652714732118
1	26	0.0	0.0171902878116114
1	27	0.0	0.01635190758204075
1	28	0.0	0.015554415638753484
1	29	0.0	0.01479581783649638
1	30	0.0	0.014074217285627851
1	31	0.0	0.013387809608905786
1	32	0.0	0.01273487842960458
1	33	0.0	0.01211379107967932
1	34	0.0	0.011522994517245241
1	35	0.0	0.010961011443164073
1	36	0.0	0.010426436607026704
1	37	0.0	0.009917933293295189
1	38	0.0	0.009434229978817653
1	39	0.0	0.0089741171533581
2	0	0.0	0.0
2	1	0.0	0.0
2	2	0.0	0.0
2	3	0.4762886434467474	0.05707376547004282
2	4	0.4462230543091744	0.05429024508215755
2	5	0.41122733102257686	0.05164247858550345
2	6	0.372512073657023	0.049123845184678896
2	7	0.3311021215114768	0.046728046984284274
2	8	0.28786094496924747	0.044449093240903056
2	9	0.2435120772036779	0.0422812853831228
2	10	0.19865792823444312	0.04021920276213834
2	11	0.15379628545525822	0.03825768909730639
2	12	0.1093347705771732	0.036391839582758
2	13	0.06560349250558294	0.03461698862282919
2	14	0.022866108589285058	0.032928698165641576
2	15	0.0	0.03132274660566095
2	16	0.0	0.02979511822748456
2	17	0.0	0.02834199316446087
