Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
2.242027152269041	-5.316554869868969E-6	0.5165619371748401	0.8440457997225836	0.12027926100434624	1.0	1.104071732740657	0.5	-29.239731988808504	-2.1308805052019013E-5	0.09201904591178482	29.013700137313812	0.0	1.0	0.0	0.1	0.5
