Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
0.6749088191115099	0.17313018458984256	0.17201740606760346	-0.39548943265987346	56.79648323027058	1.0	0.9403356380747809	0.5	0.6914008290566579	0.4284681719346086	0.32842816779121764	0.14433980703757648	0.3677442777730645	0.0	0.013954618368151024	0.19848577730011885	0.5
