Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
59.45	62.57	59.60	?	2.14	1.99	0.00	47.00	47.00	?	0.26	?	0.01	0.01	0.00	0.30	0.30	?	6.04	?	9.00	?	?	0.08	?	0.16	?	?	1.00	2.00	100.05	99.95	?	100.05	0.18	?	0.17	0.48	0.50	
61.17	64.39	61.12	?	17.38	16.01	1.73	48.87	48.87	?	0.39	?	0.15	0.14	0.02	0.43	0.43	?	12.31	?	13.82	?	?	0.54	?	0.75	?	?	1.00	6.00	100.14	99.86	?	100.14	0.25	?	0.26	0.57	1.00	
62.28	65.56	62.16	?	32.39	28.99	14.56	51.10	51.10	?	0.50	?	0.36	0.32	0.16	0.56	0.56	?	15.49	?	16.43	?	?	1.23	?	1.56	?	?	1.00	10.00	100.29	99.74	?	100.29	0.36	?	0.37	0.73	1.50	
62.89	66.20	62.77	?	45.66	40.68	31.35	50.17	50.17	?	0.62	?	0.56	0.50	0.39	0.62	0.62	?	15.76	?	16.64	?	?	1.87	?	2.28	?	?	1.00	14.00	100.54	99.55	?	100.54	0.61	?	0.63	0.94	2.00	
63.07	66.39	62.99	?	53.30	46.62	40.91	50.95	50.95	?	0.72	?	0.74	0.65	0.57	0.71	0.71	?	14.10	?	15.24	?	?	2.23	?	2.74	?	?	1.00	18.00	101.00	99.24	?	100.99	0.79	?	0.82	1.13	2.50	
62.91	66.22	62.89	?	58.93	51.22	47.02	51.48	51.48	?	0.82	?	0.90	0.79	0.73	0.79	0.79	?	11.57	?	12.99	?	?	2.29	?	2.88	?	?	1.00	22.00	101.68	98.83	?	101.67	0.98	?	1.01	1.30	3.00	
62.47	65.75	62.51	?	63.79	55.21	50.68	51.99	51.99	?	0.91	?	1.07	0.94	0.87	0.89	0.89	?	9.64	?	11.20	?	?	2.27	?	2.91	?	?	1.00	26.00	102.73	98.33	?	102.73	1.15	?	1.21	1.50	3.50	
61.80	65.05	61.88	?	68.53	59.54	52.94	52.32	52.32	?	0.99	?	1.24	1.10	0.99	0.98	0.98	?	8.36	?	10.00	?	?	2.26	?	2.96	?	?	1.00	30.00	104.59	97.74	?	104.61	1.34	?	1.41	1.70	4.00	
60.94	64.15	61.06	?	73.40	64.65	54.27	52.43	52.43	?	1.07	?	1.41	1.27	1.09	1.06	1.06	?	7.44	?	9.05	?	?	2.25	?	2.97	?	?	1.00	34.00	110.80	97.05	?	111.57	1.51	?	1.60	1.88	4.50	
59.95	63.11	60.08	?	78.41	70.59	54.92	52.32	52.32	?	1.14	?	1.58	1.46	1.18	1.13	1.13	?	19.37	?	19.96	?	?	0.60	?	0.71	?	?	3.50	2.00	229.92	96.28	?	216.59	1.70	?	1.78	2.06	5.00	
