Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
1.9781963235905105	0.5074508161516528	0.17201655970702362	-1.1592081106608987	244.47463769399064	1.0	496.9874724335208	0.5	0.51899292118978	0.5131490665315676	0.3679327959702373	0.2870974572405869	0.0	1.0	0.0	1.0	0.5
