Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.10247248480725682	0.10068028415077125	0.09900808311882024	0.20174286054426252	0.09494377732775101	0.11218444042178843	0.09046345914313063	0.0	0.5
