Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
0.6749064591184829	0.17313013928167226	0.172017787119824	-0.39548712630092275	0.0	1.0	0.0	0.5	0.2450695161157037	0.15200453823911717	0.28853314125498647	0.04195133401496894	0.14421639571864037	1.0	0.0	1.0	0.5
