Time	F	S	L	N	E(L/N)
0.0	0.003999999999999997	0.03599999999999999	0.009999999999999988	1.002	0.009999999999999988
0.5	0.006086488889539446	0.03858808198491665	0.014674570874456097	1.005043268434817	0.014630310069567075
1.0	0.008002118371998195	0.04096461956890908	0.01896673794090728	1.0090881084452001	0.018809175951268596
1.5	0.009810801379502165	0.04297206154048291	0.02278286291998508	1.0140943313857294	0.022424749115946923
2.0	0.011425479658938434	0.04431333495703403	0.025738814615972466	1.0200155077447444	0.02509112246397633
2.5	0.012632271341079717	0.04538491598787345	0.028017187328953166	1.02670073654646	0.027009596158397153
3.0	0.013974564237115026	0.04653674544386932	0.03051130968098435	1.0342197398681354	0.029069193589374195
3.5	0.015645852088321022	0.04723845876776508	0.0328843108560861	1.0428456085771727	0.03095762039980983
4.0	0.017533940437607632	0.04783352519211453	0.035367465629722164	1.0527426788560832	0.03289017038432994
4.5	0.019571524230824772	0.04843877092876826	0.03801029515959304	1.0640467766239923	0.03491208497485486
5.0	0.02159507257512845	0.049021252158345886	0.04061632473347434	1.0768676477310686	0.036842811915044356
5.5	0.023611369167373733	0.04975280492056184	0.043364174087935574	1.0912634290289909	0.03887108633704194
6.0	0.025458100408446895	0.05058893017884808	0.046047030587294965	1.1072085864453334	0.04086344921640899
6.5	0.02716009722376601	0.05115401722484613	0.04831411444861214	1.1246730975827959	0.0424976862264877
7.0	0.028857820504153812	0.05115531548317354	0.05001313598732736	1.1437097656743613	0.043589669376591415
7.5	0.03055556508489708	0.050846665850865176	0.051402230935762266	1.1643700715072876	0.04436810748435345
8.0	0.032131249881083034	0.050313335450452405	0.05244458533153543	1.1868015701018393	0.044742276714625204
8.5	0.03350320110389532	0.04982518579555417	0.0533283868994495	1.2110763006543879	0.04493533818153161
9.0	0.03457575414481277	0.049519885681264135	0.0540956398260769	1.237171408370482	0.04507979829436285
9.5	0.03551257619028017	0.04945862097268319	0.054971197162963364	1.2650245371567614	0.045382641956574564
10.0	0.03627326563985202	0.04926485445503213	0.055538120094884146	1.2944614498466063	0.04559850524654891
10.5	0.036961426885294725	0.048951173709704074	0.05591260059499879	1.3254714246643693	0.04570090541946506
11.0	0.037724054349109595	0.04864268993467536	0.056366744283784964	1.3582455207232398	0.045827911005888546
11.5	0.03855452302039333	0.0483544268378551	0.05690894985824843	1.3931045046645953	0.045941338026800276
12.0	0.03941260687727097	0.04790349055295588	0.05731609743022686	1.4304496172607428	0.04590309029971808
12.5	0.040198763390208	0.04735248586411435	0.057551249254322354	1.4704269128531144	0.04580247314823459
13.0	0.040963105966600376	0.04684882373721372	0.057811929703814095	1.5128811765565933	0.045838369675417046
13.5	0.04156818581446695	0.04619669788041235	0.0577648836948793	1.557499095873006	0.04580344111331756
14.0	0.04228344695963888	0.04545321504446732	0.057736662004106196	1.6038223971734522	0.045703207550736084
14.5	0.043180508803512346	0.04464245028983821	0.05782295909335056	1.6530387813335163	0.04542985724590523
15.0	0.044043000910898564	0.043781945308235364	0.05782494621913393	1.7052177718440205	0.04502634134466221
15.5	0.044575715725774574	0.04285088742201968	0.05742660314779425	1.759951875298287	0.044474093168170886
16.0	0.04472834334964988	0.04209260930841622	0.05682095265806611	1.8161302425333326	0.044098192501918265
16.5	0.04482006156227516	0.041467674510658734	0.05628773607293389	1.8737256288786361	0.04380476199122854
17.0	0.04503911760353269	0.04089383033091327	0.055932947934445955	1.9341121295401864	0.04328702537465394
17.5	0.0453043213670913	0.04041936438287605	0.05572368574996736	1.997126695556237	0.042989048641709736
18.0	0.04472847606989222	0.03965953608459588	0.05438801215448811	2.060060811244118	0.042638964261057226
18.5	0.04407864239322325	0.03874446657015488	0.05282310896337813	2.1224728169851175	0.04205539729830004
19.0	0.0440476493455567	0.03793033511266168	0.05197798445821838	2.1867350657705775	0.041115251552102015
19.5	0.041102506912007813	0.03644965850088688	0.0475521654128947	2.242223517466552	0.03976366252722635
