Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
224.88	238.11	42.15	42.14	30.13	30.12	?	29.91	29.91	30.37	0.09	0.09	0.13	0.13	?	0.12	0.12	0.13	47.78	47.78	34.16	34.16	34.32	0.28	0.28	0.40	0.40	0.40	1.00	2.00	100.75	99.26	1.50	100.75	1.50	3.00	1.50	3.00	0.50	
204.12	216.13	45.03	45.38	32.64	32.59	?	31.96	31.96	32.53	0.13	0.13	0.19	0.19	?	0.19	0.19	0.19	52.72	52.59	37.69	37.67	38.07	0.90	0.90	1.29	1.29	1.30	1.00	6.00	101.51	98.52	1.50	101.51	1.50	3.00	1.50	3.00	1.00	
190.21	201.39	47.48	47.73	34.96	34.82	14.82	33.70	33.70	34.90	0.17	0.17	0.25	0.25	0.11	0.24	0.24	0.25	53.03	52.72	37.91	37.88	38.37	1.48	1.47	2.13	2.13	2.16	1.00	10.00	102.27	97.78	1.50	102.27	1.50	3.00	1.50	3.00	1.50	
180.88	191.52	49.53	49.38	37.09	36.80	25.50	35.15	35.15	37.09	0.20	0.20	0.30	0.30	0.21	0.28	0.28	0.30	51.07	50.60	36.51	36.45	36.86	1.97	1.95	2.83	2.83	2.86	1.00	14.00	103.04	97.06	1.50	103.04	1.50	3.01	1.50	3.00	2.00	
174.62	184.90	51.22	50.99	39.02	38.51	30.56	36.35	36.35	38.57	0.23	0.22	0.35	0.34	0.27	0.32	0.32	0.34	47.97	47.44	34.29	34.21	34.55	2.35	2.32	3.38	3.37	3.40	1.00	18.00	103.83	96.33	1.50	103.83	1.50	3.00	1.50	3.00	2.50	
170.43	180.46	52.57	52.31	40.75	39.96	33.73	37.31	37.31	40.20	0.25	0.25	0.39	0.39	0.33	0.36	0.36	0.39	44.70	44.20	31.96	31.83	32.13	2.64	2.61	3.79	3.78	3.81	1.00	22.00	104.63	95.62	1.50	104.63	1.50	3.01	1.50	3.00	3.00	
167.62	177.48	53.65	53.11	42.28	41.15	35.94	38.08	38.08	41.17	0.27	0.27	0.43	0.42	0.37	0.39	0.39	0.42	41.57	41.10	29.72	29.56	29.81	2.86	2.83	4.11	4.09	4.12	1.00	26.00	105.45	94.90	1.50	105.46	1.50	3.00	1.50	3.00	3.50	
165.74	175.49	54.47	53.86	43.59	42.11	37.54	38.66	38.66	42.03	0.29	0.29	0.47	0.46	0.41	0.42	0.42	0.46	38.64	38.16	27.63	27.42	27.63	3.03	2.99	4.35	4.32	4.35	1.00	30.00	106.30	94.20	1.50	106.31	1.49	3.00	1.50	3.00	4.00	
164.48	174.15	55.08	53.71	44.71	42.85	38.73	39.09	39.09	42.79	0.31	0.30	0.51	0.49	0.44	0.45	0.45	0.49	36.00	35.50	25.73	25.50	25.70	3.16	3.11	4.53	4.49	4.52	1.00	34.00	107.19	93.50	1.49	107.19	1.49	3.00	1.50	3.00	4.50	
193.94	205.35	55.50	53.94	45.64	43.41	39.62	39.39	39.39	43.23	0.32	0.31	0.54	0.51	0.47	0.47	0.47	0.51	55.11	54.06	39.40	39.34	41.98	0.55	0.54	0.81	0.81	0.86	3.50	2.00	108.12	92.80	1.48	108.13	1.48	2.99	1.50	3.00	5.00	
