Time	F	S	L	N	E(L/N)
0.0	0.001000003000036405	0.0025346891440175367	0.0035359594924280306	1.0005000015000183	0.0035359594924280306
0.5	0.0017453977458837073	0.003097963848029518	0.004846007580344072	1.0013810295032766	0.00481801249331479
1.0	0.0026544609640337807	0.0034053912043673267	0.0060640648174337	1.0028407431083501	0.005734576377249922
1.5	0.011047924601309845	0.004043912366845667	0.015105481451940125	1.031952710774302	0.007167276495223195
2.0	0.17184399542767195	0.004142284302208157	0.17601860181937717	148.22729049855852	0.008941929491480167
2.5	134.46686852688154	0.0033106869705306946	134.47142540662364	9.478875068467325E8	0.00960739380231939
3.0	10035.390385828085	0.0019010458342098944	10035.400959213655	3.3760653033459117E17	0.00986629408148355
3.5	4510582.246611221	4.450025134930798E-4	4510582.371358177	5.331295079029918E28	0.010012150387871179
4.0	7.138853313764767E9	3.702017723865324E-5	7.138853319896209E9	3.965618480966922E42	0.012002388594243343
4.5	2.3435062000607397E12	3.7911359651509886E-6	2.343506200138107E12	2.3831764372352877E59	0.013279351988522141
5.0	5.3091409216236456E14	1.1867131079438013E-7	5.3091409216703806E14	5.286257941209098E78	0.0161169211726795
5.5	2.3099254267830652E16	3.617437423609336E-9	2.3099254267831804E16	2.6450461584053713E98	0.018102070016795282
6.0	1.34851240291123728E17	5.5015335606239213E-11	1.34851240291125184E17	1.3235710197948749E118	0.01957489601580733
6.5	4.1514655063762867E17	8.487717508051739E-14	4.1514655063762867E17	6.622567875347143E137	0.02114907540632229
7.0	9.1004081441915942E17	2.6998550161205766E-17	9.1004081441915942E17	3.3134489607615996E157	0.022464385268310988
7.5	1.64359854943814733E18	3.876183592557197E-21	1.64359854943814733E18	1.6572937152423199E177	0.02416847346497751
8.0	2.4836279591209999E18	1.8744374653977967E-25	2.4836279591209999E18	8.289612857324276E196	0.025003736504978634
8.5	3.4702002377003581E18	1.388274503314228E-31	3.4702002377003581E18	4.1456677079489485E216	0.026112882941160036
9.0	4.5979249164377339E18	3.55472048047512E-38	4.5979249164377339E18	2.0719639260630908E236	0.02814650941650685
9.5	5.8004258442783242E18	2.8641273499811414E-45	5.8004258442783242E18	1.0361792106733553E256	0.027680047128496314
10.0	7.0732140127767101E18	4.674224351062306E-54	7.0732140127767101E18	5.180893359149469E275	0.028834821685423062
10.5	8.4057612971717089E18	5.708834429151806E-64	8.4057612971717089E18	2.5905480627635638E295	0.02944344380095202
11.0	9.837236319837868E18	8.899173544100563E-76	9.837236319837868E18	Infinity	0.03074578793061513
11.5	1.1271406562662519E19	5.47900775795969E-89	1.1271406562662519E19	Infinity	0.030984423971267064
12.0	1.2610942169285761E19	9.297352482944147E-104	1.2610942169285761E19	Infinity	0.03197063046265082
12.5	1.4137135475344646E19	1.3082215929015627E-120	1.4137135475344646E19	Infinity	0.03075143223274649
13.0	1.5586055700147747E19	3.0298408580488143E-139	1.5586055700147747E19	Infinity	0.03123798651837022
13.5	1.6994150941775522E19	6.573685633399686E-161	1.6994150941775522E19	Infinity	0.0309378915829768
14.0	1.849655040447635E19	9.687542271677505E-186	1.849655040447635E19	Infinity	0.030170400165606685
14.5	1.9963059119519646E19	2.6212775762494575E-213	1.9963059119519646E19	Infinity	0.030943366554663117
15.0	2.1302128561552765E19	3.2222594612596796E-244	2.1302128561552765E19	Infinity	0.029663241819932733
15.5	2.2594436175124554E19	4.729335464333467E-280	2.2594436175124554E19	Infinity	0.029916597428343898
16.0	2.3884520131423085E19	2.5953E-320	2.3884520131423085E19	Infinity	0.029078604394248263
16.5	2.5117496066056417E19	0.0	2.5117496066056417E19	Infinity	0.028365979497623404
17.0	2.636432494488128E19	0.0	2.636432494488128E19	Infinity	0.02747292836476625
17.5	2.7551059610517918E19	0.0	2.7551059610517918E19	Infinity	0.02889018703628329
18.0	2.8662332301261836E19	0.0	2.8662332301261836E19	Infinity	0.029275827150077954
18.5	2.9774371939808248E19	0.0	2.9774371939808248E19	Infinity	0.027270544874177162
19.0	3.0864851769029927E19	0.0	3.0864851769029927E19	Infinity	0.027883978065362802
19.5	3.1919202256486527E19	0.0	3.1919202256486527E19	Infinity	0.02682809591191924
