Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
2.242027152269041	-5.316554869868969E-6	0.5165619371748401	0.8440457997225836	0.12027926100434624	1.0	1.104071732740657	0.5	0.8549355872566297	0.4275837054419686	-0.057019275143098944	1.0984809190990719	0.0	1.0	0.0	0.0	0.5
