Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
59.45	62.57	59.60	30.20	59.23	57.55	17.06	56.66	56.66	56.66	0.52	0.26	0.54	0.53	0.16	0.52	0.52	0.52	32.96	31.99	65.57	63.72	64.97	0.83	0.81	1.72	1.67	1.70	1.00	2.00	100.05	99.95	0.17	100.05	0.18	0.48	0.17	0.48	0.50	
61.17	64.39	61.12	31.20	69.50	64.29	50.75	61.46	61.46	62.16	0.75	0.39	0.90	0.83	0.66	0.80	0.80	0.81	35.06	33.67	39.99	39.16	43.77	2.80	2.69	3.33	3.27	3.64	1.00	6.00	100.14	99.86	0.26	100.14	0.25	0.57	0.26	0.57	1.00	
62.28	65.56	62.16	31.95	78.18	69.55	57.19	63.84	63.84	64.91	0.95	0.50	1.24	1.11	0.93	1.03	1.03	1.04	34.03	32.44	38.12	37.34	39.00	4.72	4.50	5.51	5.40	5.63	1.00	10.00	100.29	99.74	0.37	100.29	0.36	0.71	0.37	0.73	1.50	
62.89	66.20	62.77	32.98	83.32	73.10	57.60	64.25	64.24	64.84	1.14	0.61	1.54	1.37	1.10	1.22	1.22	1.23	30.87	29.26	35.58	34.84	35.12	6.18	5.86	7.39	7.23	7.29	1.00	14.00	100.54	99.55	0.62	100.54	0.61	0.89	0.63	0.94	2.00	
63.07	66.39	62.99	33.33	86.08	72.78	65.89	59.19	59.26	63.05	1.30	0.71	1.79	1.55	1.41	1.28	1.28	1.36	26.56	25.08	33.12	32.36	32.14	6.94	6.56	8.95	8.75	8.69	1.00	18.00	101.00	99.24	0.80	100.99	0.79	1.08	0.82	1.13	2.50	
62.91	66.22	62.89	33.69	87.35	73.08	68.06	56.42	56.53	62.92	1.44	0.80	2.00	1.71	1.61	1.36	1.36	1.50	21.94	20.69	29.88	29.07	28.78	7.05	6.65	9.89	9.63	9.53	1.00	22.00	101.68	98.83	0.98	101.67	0.98	1.29	1.01	1.30	3.00	
62.47	65.75	62.51	33.85	87.40	77.32	53.61	61.85	61.81	59.73	1.57	0.88	2.17	1.96	1.42	1.62	1.62	1.57	18.53	17.45	27.31	26.50	26.24	7.01	6.60	10.61	10.30	10.20	1.00	26.00	102.73	98.33	1.17	102.73	1.15	1.21	1.21	1.50	3.50	
61.80	65.05	61.88	33.82	86.51	79.45	25.08	65.76	65.58	63.14	1.68	0.96	2.31	2.16	0.75	1.84	1.84	1.78	16.20	15.25	25.40	24.62	24.36	6.98	6.58	11.23	10.88	10.77	1.00	30.00	104.59	97.74	1.35	104.61	1.34	1.51	1.41	1.70	4.00	
60.94	64.15	61.06	33.53	84.85	77.25	39.59	61.43	61.31	65.03	1.78	1.03	2.42	2.25	1.25	1.86	1.86	1.95	14.50	13.65	23.91	23.15	22.91	6.97	6.56	11.75	11.38	11.26	1.00	34.00	110.80	97.05	1.52	111.57	1.51	1.94	1.60	1.88	4.50	
59.95	63.11	60.08	33.30	83.09	77.43	11.21	63.36	63.13	61.34	1.87	1.09	2.51	2.38	0.39	2.02	2.02	1.97	37.20	34.01	47.60	50.72	55.95	1.96	1.79	2.57	2.73	2.98	3.50	2.00	229.92	96.28	1.70	216.59	1.70	1.91	1.78	2.06	5.00	
