Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 1	Parameter 2	Parameter 3	Parameter 4	Parameter 5	Parameter 6	Parameter 7	Parameter 8
0.6749064591184829	0.17313013928167226	0.172017787119824	-0.39548712630092275	0.0	1.0	0.0	0.5	4.174489144631257	-2.8690485111390726E-5	1.96407934945325	0.173500603619402	0.0	1.0	210.68201273543707	0.1	0.5
