Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
224.88	238.11	91.77	91.68	78.09	77.74	?	77.37	77.37	77.95	0.06	0.06	0.09	0.08	?	0.08	0.08	0.08	93.71	94.23	76.73	76.72	76.15	0.18	0.18	0.23	0.23	0.23	1.00	2.00	99.75	100.25	-0.50	99.75	-0.50	-0.22	-0.50	-0.22	0.50	
204.12	216.13	93.36	94.16	79.41	78.42	21.59	77.60	77.61	77.36	0.09	0.09	0.12	0.12	0.03	0.12	0.12	0.12	81.96	82.04	65.30	65.47	64.62	0.50	0.50	0.59	0.59	0.58	1.00	6.00	99.50	100.50	-0.50	99.50	-0.51	-0.24	-0.51	-0.24	1.00	
190.21	201.39	93.13	93.79	79.75	78.07	28.18	76.71	76.72	76.61	0.11	0.11	0.14	0.14	0.05	0.14	0.14	0.14	64.42	64.04	51.74	52.01	51.24	0.75	0.74	0.83	0.84	0.83	1.00	10.00	99.25	100.76	-0.50	99.25	-0.50	-0.25	-0.50	-0.25	1.50	
180.88	191.52	91.69	90.44	79.42	77.19	29.98	75.22	75.23	75.19	0.12	0.12	0.16	0.16	0.06	0.15	0.15	0.15	49.86	49.26	41.04	41.38	40.65	0.91	0.90	0.99	1.00	0.98	1.00	14.00	99.00	101.01	-0.50	99.00	-0.49	-0.25	-0.49	-0.26	2.00	
174.62	184.90	89.51	87.66	78.55	76.00	30.27	73.45	73.47	71.73	0.14	0.14	0.18	0.17	0.07	0.17	0.17	0.16	39.13	38.53	33.23	33.78	32.94	1.01	1.00	1.09	1.10	1.08	1.00	18.00	98.77	101.26	-0.48	98.77	-0.48	-0.26	-0.48	-0.25	2.50	
170.43	180.46	86.91	84.59	77.26	74.60	29.89	71.59	71.61	70.40	0.15	0.15	0.19	0.19	0.08	0.18	0.18	0.18	35.45	34.89	30.13	?	29.87	1.04	1.03	1.12	?	1.11	1.00	22.00	98.55	101.51	-0.47	98.55	-0.46	-0.25	-0.46	-0.24	3.00	
167.62	177.48	84.10	81.24	75.68	73.07	29.17	69.74	69.76	66.89	0.16	0.16	0.21	0.20	0.08	0.19	0.19	0.18	33.61	33.08	28.31	21.86	28.06	1.05	1.03	1.12	0.87	1.11	1.00	26.00	98.34	101.74	-0.44	98.35	-0.44	-0.23	-0.43	-0.23	3.50	
165.74	175.49	81.24	79.60	73.89	71.45	28.30	67.93	67.95	64.73	0.18	0.18	0.22	0.21	0.09	0.21	0.21	0.20	30.89	30.39	26.01	18.41	25.76	1.06	1.04	1.14	0.80	1.12	1.00	30.00	98.16	101.96	-0.40	98.18	-0.41	-0.21	-0.40	-0.20	4.00	
164.48	174.15	78.43	74.01	71.96	69.71	27.40	66.11	66.13	62.38	0.20	0.19	0.24	0.24	0.10	0.23	0.23	0.21	27.99	27.52	23.69	16.77	23.46	1.07	1.06	1.15	0.81	1.14	1.00	34.00	98.03	102.16	-0.37	98.06	-0.36	-0.16	-0.35	-0.15	4.50	
193.94	205.35	75.72	71.38	69.96	67.92	26.53	64.31	64.33	59.77	0.22	0.21	0.26	0.26	0.11	0.24	0.24	0.23	81.83	78.71	67.69	66.36	64.34	0.33	0.32	0.38	0.37	0.36	3.50	2.00	97.94	102.34	-0.32	98.00	-0.32	-0.12	-0.30	-0.10	5.00	
