Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
224.88	238.11	61.40	31.32	65.88	65.55	?	65.34	65.34	65.58	0.53	0.27	0.60	0.59	?	0.59	0.59	0.59	35.74	34.26	71.85	71.70	68.96	0.89	0.86	1.86	1.86	1.79	1.00	2.00	100.05	99.95	0.17	100.05	0.18	0.50	0.17	0.48	0.50	
204.12	216.13	64.28	33.17	69.22	68.54	?	68.02	68.02	67.47	0.79	0.41	0.89	0.88	?	0.87	0.87	0.87	35.67	33.91	67.01	66.02	64.60	2.82	2.68	5.47	5.39	5.28	1.00	6.00	100.14	99.86	0.26	100.14	0.25	0.56	0.26	0.57	1.00	
190.21	201.39	65.75	34.10	71.23	70.23	9.11	69.32	69.32	68.93	0.99	0.52	1.13	1.12	0.15	1.10	1.10	1.10	31.14	29.48	56.38	54.95	54.42	4.29	4.06	8.02	7.82	7.75	1.00	10.00	100.30	99.74	0.38	100.30	0.37	0.72	0.37	0.73	1.50	
180.88	191.52	66.17	34.77	71.71	70.51	6.04	69.19	69.19	69.35	1.18	0.64	1.34	1.32	0.12	1.29	1.29	1.30	25.93	24.46	46.25	44.60	44.65	5.15	4.86	9.48	9.15	9.16	1.00	14.00	100.55	99.55	0.62	100.55	0.62	0.94	0.63	0.94	2.00	
174.62	184.90	65.81	35.02	71.60	70.26	1.78	68.53	68.53	67.79	1.34	0.74	1.51	1.48	0.04	1.45	1.45	1.44	21.42	20.16	38.17	36.52	36.86	5.55	5.23	10.21	9.77	9.86	1.00	18.00	101.03	99.24	0.80	101.03	0.79	1.09	0.82	1.13	2.50	
170.43	180.46	64.92	35.05	70.87	69.44	0.02	67.35	67.35	67.14	1.47	0.82	1.65	1.62	0.00	1.58	1.58	1.58	17.97	16.89	32.21	30.66	31.15	5.72	5.38	10.56	10.05	10.21	1.00	22.00	101.74	98.83	0.98	101.75	0.98	1.28	1.01	1.30	3.00	
167.62	177.48	63.66	34.71	69.72	68.24	?	65.85	65.85	64.58	1.58	0.90	1.78	1.75	?	1.69	1.69	1.67	15.42	14.49	27.88	26.46	26.98	5.78	5.43	10.73	10.19	10.39	1.00	26.00	102.80	98.33	1.17	102.83	1.16	1.42	1.21	1.50	3.50	
165.74	175.49	62.16	34.46	68.27	66.78	?	64.15	64.15	62.34	1.68	0.97	1.89	1.85	?	1.79	1.79	1.74	13.57	12.74	24.73	23.43	23.94	5.80	5.44	10.82	10.26	10.48	1.00	30.00	104.41	97.74	1.37	104.57	1.34	1.58	1.41	1.70	4.00	
164.48	174.15	60.53	33.69	66.63	65.16	?	62.35	62.35	60.50	1.75	1.02	1.97	1.94	?	1.87	1.87	1.82	12.18	11.43	22.37	21.18	21.66	5.80	5.44	10.89	10.31	10.54	1.00	34.00	107.29	97.05	1.53	107.88	1.52	1.76	1.60	1.88	4.50	
193.94	205.35	58.84	33.21	64.89	63.45	?	60.51	60.51	58.05	1.82	1.08	2.05	2.01	?	1.93	1.93	1.86	38.36	34.58	67.16	65.02	63.34	2.00	1.81	3.48	3.38	3.30	3.50	2.00	114.04	96.28	1.71	116.96	1.69	1.89	1.78	2.06	5.00	
