Target (OIS)	Target (LIBOR)	Caplet Vola Analytic Single-Curve	Caplet Vola Monte-Carlo Single-Curve	Caplet Vola Analytic Multi-Curve Fenton-Wilkinson	Caplet Vola Analytic Multi-Curve Ju	Caplet Vola Analytic Multi-Curve Ho	Caplet Vola Analytic Multi-Curve Drift-Freeze	Caplet Vola Analytic Multi-Curve Integrated-Expectation	Caplet Vola Monte-Carlo Multi-Curve	Caplet Value Analytic Single-Curve	Caplet Value Monte-Carlo Single-Curve	Caplet Value Analytic Multi-Curve Fenton-Wilkinson	Caplet Value Analytic Multi-Curve Ju	Caplet Value Analytic Multi-Curve Ho	Caplet Value Analytic Multi-Curve Drift-Freeze	Caplet Value Analytic Multi-Curve Integrated-Expectation	Caplet Value Monte-Carlo Multi-Curve	Swaption Vola Analytic Single-Curve	Swaption Vola Monte-Carlo Single-Curve	Swaption Vola Analytic Multi-Curve Drift-Freeze	Swaption Vola Analytic Multi-Curve Integrated-Expectation	Swaption Vola Monte-Carlo Multi-Curve	Swaption Value Analytic Single-Curve	Swaption Value Monte-Carlo Single-Curve	Swaption Value Analytic Multi-Curve Drift-Freeze	Swaption Value Analytic Multi-Curve Integrated-Expectation	Swaption Value Monte-Carlo Multi-Curve	Swaption Exercise Date	Swaption Number Of Periods	Numeraire Single-Curve	Discount Single-Curve	OIS Spot Rate Single-Curve	Numeraire Multi-Curve	OIS Spot Rate Multi-Curve	LIBOR Spot Rate Multi-Curve	OIS Forward Rate Multi-Curve	LIBOR Forward Rate Multi-Curve	Time	
88.65	93.86	88.88	88.83	70.04	69.44	47.57	66.89	66.89	69.62	0.06	0.06	0.08	0.08	0.05	0.07	0.07	0.08	93.08	93.09	69.89	70.07	73.42	0.18	0.18	0.21	0.21	0.22	1.00	2.00	99.75	100.25	-0.50	99.75	-0.50	-0.22	-0.50	-0.22	0.50	
91.21	96.58	91.15	91.50	74.63	72.89	62.99	68.49	68.49	72.52	0.09	0.09	0.11	0.11	0.09	0.10	0.10	0.11	94.02	93.54	67.45	68.97	67.30	0.57	0.57	0.61	0.62	0.60	1.00	6.00	99.50	100.50	-0.50	99.50	-0.51	-0.24	-0.51	-0.24	1.00	
92.88	98.34	92.70	92.83	78.52	75.61	67.91	69.82	69.82	74.99	0.11	0.11	0.14	0.13	0.12	0.13	0.13	0.13	87.43	86.49	65.20	67.66	63.74	1.00	0.99	1.04	1.08	1.02	1.00	10.00	99.25	100.76	-0.50	99.25	-0.50	-0.25	-0.50	-0.25	1.50	
93.78	99.30	93.60	92.98	81.59	77.85	70.38	70.91	70.91	75.18	0.13	0.13	0.16	0.16	0.14	0.14	0.14	0.15	76.16	74.80	62.24	65.19	60.43	1.37	1.35	1.48	1.55	1.44	1.00	14.00	99.00	101.01	-0.49	99.00	-0.50	-0.26	-0.49	-0.26	2.00	
94.06	99.59	93.94	92.23	83.81	79.76	71.72	71.78	71.78	75.99	0.14	0.14	0.19	0.18	0.16	0.16	0.16	0.17	62.55	60.89	54.43	58.50	52.66	1.60	1.56	1.76	1.89	1.71	1.00	18.00	98.77	101.26	-0.48	98.77	-0.49	-0.26	-0.48	-0.25	2.50	
93.81	99.33	93.79	90.78	85.26	81.39	72.27	72.48	72.48	76.78	0.16	0.16	0.21	0.20	0.18	0.18	0.18	0.19	56.09	54.43	49.68	?	47.99	1.64	1.59	1.83	?	1.77	1.00	22.00	98.55	101.51	-0.47	98.55	-0.47	-0.25	-0.46	-0.24	3.00	
93.15	98.63	93.21	89.56	86.00	82.56	73.10	72.66	72.66	75.60	0.18	0.17	0.23	0.22	0.20	0.20	0.20	0.21	52.64	51.03	47.40	?	45.78	1.63	1.59	1.87	?	1.81	1.00	26.00	98.38	101.74	-0.44	98.38	-0.45	-0.24	-0.43	-0.23	3.50	
92.15	97.57	92.28	88.32	86.33	84.36	63.23	75.80	75.80	76.47	0.20	0.19	0.25	0.25	0.19	0.23	0.23	0.23	47.74	46.21	44.00	?	42.48	1.63	1.58	1.91	?	1.84	1.00	30.00	98.45	101.96	-0.41	98.42	-0.42	-0.22	-0.40	-0.20	4.00	
90.88	96.23	91.06	84.97	85.83	83.86	73.57	72.44	72.44	73.00	0.22	0.21	0.28	0.27	0.25	0.24	0.24	0.24	42.65	?	40.35	?	38.94	1.63	?	1.94	?	1.88	1.00	34.00	104.88	102.16	-0.37	104.10	-0.38	-0.18	-0.35	-0.15	4.50	
89.40	94.66	89.59	82.00	85.18	84.22	58.15	75.63	75.63	72.59	0.25	0.23	0.30	0.30	0.22	0.28	0.28	0.27	93.24	88.96	73.63	75.81	73.19	0.37	0.35	0.41	0.42	0.41	3.50	2.00	1516.09	102.34	-0.33	1029.16	-0.34	-0.14	-0.30	-0.10	5.00	
87.77	92.93	87.94	81.02	84.03	83.58	73.09	71.36	71.36	72.24	0.26	0.25	0.32	0.32	0.29	0.28	0.28	0.29	87.99	83.07	70.83	84.05	67.48	1.21	1.16	1.31	1.51	1.26	3.50	6.00	99999.00	102.50	-0.29	99999.00	-0.31	-0.11	-0.27	-0.07	5.50	
86.02	91.08	86.14	78.03	82.94	82.69	35.72	76.46	76.46	71.87	0.28	0.26	0.34	0.34	0.16	0.32	0.32	0.30	78.02	73.16	69.20	103.83	64.55	2.02	1.91	2.27	3.14	2.13	3.50	10.00	99999.00	102.63	-0.27	99999.00	-0.28	-0.10	-0.24	-0.05	6.00	
84.20	89.15	84.23	75.26	85.14	85.12	?	85.04	85.04	75.33	0.29	0.27	0.36	0.36	?	0.36	0.36	0.33	65.34	60.41	60.34	?	55.82	2.63	2.46	2.94	?	2.74	3.50	14.00	99999.00	102.75	-0.25	99999.00	-0.25	-0.09	-0.21	-0.03	6.50	
